Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2019",,,,,,,,,,,
State,City,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
,"Robinson Township, Allegheny County",17,1,1,0,15,283,0,280,3,0
,"Robinson Township, Washington County",4,0,1,0,3,17,0,16,1,0
,Rosslyn Farms,0,0,0,0,0,0,0,0,0,0
,Rostraver Township,8,0,1,3,4,245,12,229,4,1
,Royersford,8,0,1,2,5,38,3,33,2,0
,Ryan Township,0,0,0,0,0,4,0,4,0,0
,Salisbury Township,7,0,0,3,4,124,8,113,3,2
,Sandy Township,25,0,4,0,21,158,23,130,5,0
,Scottdale,9,0,0,2,7,59,8,48,3,1
,Scranton,"1,199",0,45,66,"1,088","1,347",239,"1,026",82,6
,Selinsgrove,20,0,6,2,12,123,16,104,3,1
,Shamokin Dam,2,0,0,0,2,3,2,1,0,0
,Sharpsville,14,0,3,0,11,53,10,43,0,0
,Sinking Spring,7,0,0,1,6,48,11,32,5,0
,Smethport,1,0,0,0,1,11,2,9,0,0
,Smith Township,12,0,0,0,12,25,9,14,2,0
,South Beaver Township,2,0,0,0,2,15,0,11,4,0
,South Buffalo Township,1,0,0,0,1,10,1,9,0,0
,South Centre Township,2,0,0,0,2,6,0,5,1,0
,South Heights,0,0,0,0,0,0,0,0,0,0
,South Strabane Township,13,0,3,4,6,404,9,388,7,0
,Southwest Greensburg,5,0,0,1,4,15,1,14,0,0
,"Southwest Regional, Washington County",2,0,0,0,2,10,2,8,0,0
,Springdale,12,0,2,3,7,45,14,30,1,1
,Springettsbury Township,28,0,5,7,16,685,35,626,24,1
,"Spring Township, Centre County",3,0,0,0,3,17,0,17,0,0
,State College,54,3,11,8,32,548,36,497,15,3
,St. Clair Township,0,0,0,0,0,0,0,0,0,0
,St. Marys City,26,0,9,1,16,118,19,95,4,1
,Stockertown,0,0,0,0,0,1,0,1,0,0
,Stowe Township,29,3,2,1,23,122,15,98,9,0
,"Sugarloaf Township, Luzerne County",1,0,0,0,1,34,6,27,1,0
,Summit Township,0,0,0,0,0,0,0,0,0,0
,Sunbury,16,0,5,2,9,117,17,91,9,5
,"Susquehanna Township, Dauphin County",73,1,10,12,50,274,39,217,18,2
,Swarthmore,2,0,1,0,1,30,2,27,1,0
,Swatara Township,76,2,9,17,48,786,47,718,21,2
,Swissvale,17,1,0,4,12,149,20,120,9,1
,Sykesville,0,0,0,0,0,0,0,0,0,0
,Throop,12,0,0,0,12,36,12,23,1,0
,Tiadaghton Valley Regional,8,0,1,0,7,34,2,32,0,0
,"Tinicum Township, Bucks County",3,0,1,1,1,15,3,11,1,0
,Tioga,0,0,0,0,0,4,0,4,0,0
,Tulpehocken Township,1,0,0,0,1,5,0,4,1,0
,Tyrone,9,0,0,2,7,69,13,56,0,0
,Union City,3,0,1,0,2,35,2,33,0,0
,"Union Township, Lawrence County",15,0,0,2,13,187,22,165,0,0
,Upper Burrell Township,0,0,0,0,0,10,0,10,0,0
,Upper Chichester Township,28,0,5,7,16,265,19,230,16,0
,Upper Dublin Township,7,2,1,0,4,147,11,130,6,0
,Upper Perkiomen,1,0,1,0,0,41,4,34,3,0
,"Upper Providence Township, Delaware County",2,0,1,0,1,21,2,14,5,0
,Upper St. Clair Township,1,0,0,0,1,149,5,142,2,0
,Valley Township,14,0,0,3,11,77,15,61,1,0
,Vandling,1,0,1,0,0,1,0,0,1,0
,Vintondale,0,0,0,0,0,0,0,0,0,0
,Wampum,0,0,0,0,0,6,1,5,0,0
,Warminster Township,27,0,9,12,6,284,14,253,17,
,Warren,60,0,3,1,56,134,12,119,3,0
,Warrington Township,23,0,1,4,18,164,11,149,4,0
,Wayne Township,0,0,0,0,0,9,1,8,0,1
,Weissport,0,0,0,0,0,1,0,1,0,0
,West Brandywine Township,4,0,2,0,2,54,6,42,6,0
,West Caln Township,27,0,3,1,23,52,13,30,9,0
,West Carroll Township,5,0,1,0,4,4,2,2,0,0
,West Cocalico Township,3,0,1,0,2,16,7,9,0,0
,West Conshohocken,5,0,2,1,2,20,6,12,2,0
,West Cornwall Township,0,0,0,0,0,0,0,0,0,0
,West Hazleton,9,0,0,1,8,73,17,50,6,0
,West Kittanning,0,0,0,0,0,0,0,0,0,0
,West Leechburg,0,0,0,0,0,2,0,2,0,0
,West Manchester Township,27,1,3,6,17,480,19,441,20,0
,West Norriton Township,38,2,1,13,22,227,20,192,15,0
,West Nottingham Township,0,0,0,0,0,0,0,0,0,0
,West Pikeland Township,0,0,0,0,0,16,2,12,2,0
,West Pottsgrove Township,5,0,0,1,4,81,7,70,4,0
,West Reading,30,0,0,3,27,128,9,113,6,0
,Westtown-East Goshen Regional,44,0,6,2,36,173,11,155,7,0
,West Vincent Township,2,0,0,0,2,16,5,11,0,0
,West Whiteland Township,9,0,6,1,2,373,8,359,6,1
,Whitpain Township,9,0,0,8,1,132,9,122,1,0
,Wilkes-Barre,242,3,24,68,147,852,194,616,42,2
,Wilkinsburg,120,11,6,22,81,403,75,262,66,1
,Wilkins Township,3,0,0,2,1,129,10,108,11,0
,Williamsburg,0,0,0,0,0,16,5,10,1,0
,Wilson,21,1,4,2,14,144,11,126,7,0
,Womelsdorf,1,0,0,0,1,10,1,9,0,0
,Worthington,0,0,0,0,0,0,0,0,0,0
,Wyomissing,18,1,4,6,7,199,8,188,3,1
RHODE ISLAND,Barrington,4,0,2,1,1,89,14,74,1,0
,Bristol,16,0,7,0,9,103,6,94,3,1
,Burrillville,9,1,2,0,6,79,17,57,5,2
,Central Falls,82,1,11,13,57,289,44,192,53,2
,Charlestown,6,0,1,1,4,48,14,32,2,1
,Coventry,31,0,11,0,20,386,73,294,19,3
,Cranston,127,1,26,20,80,"1,110",113,912,85,13
,Cumberland,25,0,8,5,12,252,30,203,19,2
,East Greenwich,5,0,0,2,3,91,9,78,4,0
,East Providence,62,0,20,6,36,498,75,353,70,3
,Foster,3,0,1,0,2,27,9,18,0,0
,Glocester,4,0,0,0,4,26,5,17,4,1
,Hopkinton,4,0,3,0,1,39,7,31,1,0
,Jamestown,4,0,2,0,2,24,2,21,1,0
,Johnston,32,0,8,6,18,326,62,225,39,0
,Lincoln,25,0,6,8,11,380,33,325,22,0
,Little Compton,2,0,0,0,2,21,6,14,1,0
,Middletown,11,0,5,0,6,151,14,129,8,2
,Narragansett,14,0,6,1,7,103,13,84,6,2
,Newport,68,0,19,8,41,537,79,437,21,3
,New Shoreham,3,0,0,0,3,23,7,15,1,0
,North Kingstown,23,0,15,0,8,214,29,180,5,2
,North Providence,44,1,6,2,35,208,48,117,43,2
,North Smithfield,6,0,2,0,4,272,12,251,9,1
,Pawtucket,293,1,57,47,188,"1,640",315,"1,146",179,13
,Portsmouth,11,0,4,0,7,76,16,57,3,1
,Providence,892,13,106,241,532,"5,413",715,"4,224",474,5
,Richmond,3,0,0,0,3,37,4,30,3,0
,Scituate,6,0,4,0,2,38,2,34,2,1
,Smithfield,6,0,3,0,3,195,21,171,3,1
,South Kingstown,19,0,8,1,10,214,31,172,11,1
,Tiverton,11,0,5,2,4,180,21,148,11,1
,Warren,18,0,5,1,12,133,24,104,5,0
,Warwick,76,2,29,8,37,"1,239",108,"1,073",58,2
,Westerly,15,1,9,0,5,243,36,193,14,1
,West Greenwich,4,0,0,1,3,37,10,24,3,0
,West Warwick,54,0,14,2,38,238,58,161,19,2
,Woonsocket,237,2,34,40,161,865,197,580,88,15
SOUTH CAROLINA,Abbeville,47,9,4,4,30,123,29,89,5,0
,Aiken,178,4,23,32,119,"1,499",162,"1,239",98,6
,Allendale,76,1,2,4,69,136,52,68,16,5
,Aynor,3,0,0,1,2,27,0,23,4,0
,Bamberg,16,2,2,3,9,147,37,99,11,1
,Barnwell,89,0,8,5,76,206,55,140,11,1
,Batesburg-Leesville,61,2,6,3,50,221,23,189,9,0
,Beaufort,58,3,3,22,30,460,58,391,11,0
,Belton,15,1,1,2,11,156,34,100,22,0
,Bennettsville,53,2,0,3,48,311,39,263,9,0
,Bishopville,86,1,2,11,72,194,40,142,12,0
,Blacksburg,10,0,0,0,10,68,9,53,6,0
,Blackville,23,2,1,2,18,130,62,61,7,0
,Bluffton,46,1,9,10,26,220,35,175,10,3
,Bowman,16,0,0,5,11,38,16,17,5,0
,Branchville,1,0,0,0,1,19,6,13,0,0
,Burnettown,1,0,0,0,1,23,5,15,3,0
,Calhoun Falls,14,2,0,0,12,31,11,17,3,0
,Camden,86,2,4,7,73,385,39,318,28,2
,Cameron,0,0,0,0,0,8,3,3,2,0
,Cayce,138,0,11,12,115,804,64,644,96,1
,Central,1,0,1,0,0,136,3,126,7,0
,Chapin,3,0,0,1,2,56,9,41,6,0
,Charleston,516,8,51,95,362,"3,124",292,"2,335",497,7
,Cheraw,61,0,3,8,50,413,57,343,13,2
,Chesnee,3,0,1,0,2,53,15,34,4,0
,Chester,82,5,5,2,70,213,29,174,10,0
,Chesterfield,4,0,0,0,4,57,13,44,0,0
,Clemson,32,0,7,5,20,425,27,298,100,0
,Clinton,66,0,6,6,54,349,57,270,22,3
,Clio,2,0,0,1,1,13,4,8,1,0
,Clover,19,0,0,2,17,157,13,124,20,1
,Columbia,"1,037",29,88,220,700,"7,027",916,"5,216",895,15
,Conway,111,1,14,11,85,884,90,739,55,2
,Coward,4,0,2,0,2,16,4,12,0,0
,Cowpens,4,0,0,1,3,57,7,47,3,0
,Darlington,87,1,7,12,67,505,73,416,16,2
,Denmark,31,3,0,4,24,132,64,60,8,0
,Due West,0,0,0,0,0,18,3,15,0,0
,Duncan,7,0,1,3,3,67,7,53,7,0
,Easley,98,0,3,9,86,"1,098",128,910,60,3
,Edisto Beach,1,0,0,0,1,10,1,8,1,0
,Ehrhardt,3,0,0,0,3,13,0,12,1,0
,Elgin,6,0,0,0,6,76,7,68,1,0
,Estill,37,2,0,3,32,93,37,50,6,1
,Eutawville,2,0,0,1,1,7,0,5,2,0
,Florence,447,7,29,58,353,"2,496",388,"1,909",199,4
,Forest Acres,64,0,5,9,50,637,87,508,42,0
,Fort Mill,22,0,3,2,17,233,27,204,2,0
,Fountain Inn,45,2,7,2,34,201,32,148,21,0
,Gaffney,102,0,5,12,85,733,88,596,49,1
,Gaston,4,0,0,0,4,50,7,37,6,0
,Georgetown,107,0,8,10,89,543,61,453,29,2
,Great Falls,7,0,1,0,6,72,19,49,4,1
,Greenville,402,4,44,82,272,"2,805",352,"2,236",217,1
,Greenwood,350,2,29,32,287,"1,292",254,"1,016",22,11
,Greer,143,1,18,26,98,"1,021",157,787,77,3
,Hampton,26,1,0,2,23,168,37,124,7,0
,Hanahan,55,2,17,6,30,345,37,266,42,3
,Hardeeville,53,1,4,14,34,208,25,160,23,1
,Hartsville,108,0,6,15,87,668,119,523,26,2
,Hemingway,2,0,0,2,0,37,6,28,3,0
,Holly Hill,10,0,1,2,7,44,4,36,4,0
,Honea Path,12,0,1,1,10,146,17,109,20,2
,Inman,3,0,1,0,2,59,16,42,1,1
,Irmo,39,0,3,4,32,413,51,340,22,1
,Isle of Palms,1,0,0,0,1,86,20,51,15,0
,Iva,4,0,2,0,2,42,8,28,6,0
,Jackson,4,0,1,1,2,33,5,26,2,0
,Jamestown,1,0,0,1,0,4,1,3,0,0
,Johnsonville,1,0,0,0,1,25,13,9,3,0
,Jonesville,2,0,0,0,2,17,6,9,2,0
,Kingstree,17,1,2,4,10,180,25,148,7,0
,Lake City,112,1,4,9,98,283,49,212,22,4
,Lamar,6,1,0,4,1,20,5,14,1,0
,Latta,20,0,1,2,17,95,15,79,1,1
,Laurens,80,0,8,13,59,450,63,362,25,2
,Lexington,72,0,8,11,53,632,29,571,32,1
,Liberty,21,0,1,2,18,70,11,53,6,0
,Loris,34,1,1,3,29,85,17,63,5,0
,Lyman,24,1,0,2,21,77,11,56,10,0
,Manning,58,1,2,6,49,341,45,292,4,1
,Marion,55,1,2,14,38,363,65,275,23,2
,Mauldin,57,0,9,13,35,413,52,331,30,1
,McColl,28,1,0,4,23,76,14,56,6,0
,McCormick,10,0,0,0,10,52,12,35,5,2
,Moncks Corner,55,1,10,10,34,416,47,338,31,1
,Mount Pleasant,105,1,11,14,79,"1,135",114,919,102,1
,Mullins,41,2,2,7,30,226,99,119,8,2
,Myrtle Beach,415,3,52,98,262,"3,916",304,"3,384",228,6
,Newberry,72,2,4,9,57,406,55,341,10,2
,New Ellenton,20,1,2,1,16,23,3,18,2,0
,Ninety Six,2,0,0,0,2,41,2,37,2,0
,North Augusta,55,1,8,13,33,651,80,537,34,1
,North Charleston,"1,114",26,103,229,756,"6,941",853,"5,123",965,14
,North Myrtle Beach,71,1,15,10,45,"1,115",108,910,97,1
,Pacolet,9,0,2,0,7,46,8,35,3,2
,Pamplico,7,0,0,1,6,15,12,2,1,0
,Pelion,2,0,0,0,2,18,2,15,1,0
,Pickens,19,0,5,0,14,187,22,155,10,0
,Port Royal,40,0,0,16,24,232,28,189,15,3
,Prosperity,4,0,0,0,4,14,3,10,1,0
,Quinby,0,0,0,0,0,0,0,0,0,0
,Ridge Spring,6,0,0,1,5,13,6,6,1,0
,Rock Hill,498,4,50,63,381,"2,521",329,"2,006",186,10
,Salem,0,0,0,0,0,0,0,0,0,0
,Saluda,9,0,2,2,5,85,26,55,4,0
,Scranton,4,0,0,0,4,15,4,10,1,0
,Seneca,50,1,4,5,40,222,40,161,21,2
,Simpsonville,46,1,7,11,27,635,74,523,38,3
,Society Hill,0,0,0,0,0,4,0,2,2,0
,South Congaree,2,0,0,0,2,73,13,53,7,0
,Spartanburg,448,6,24,77,341,"2,450",440,"1,839",171,8
,Springdale,11,0,2,3,6,96,9,74,13,0
,St. Matthews,9,0,0,1,8,100,34,61,5,0
,St. Stephen,18,1,1,1,15,69,11,55,3,0
,Sullivans Island,1,0,0,0,1,32,2,25,5,0
,Summerton,9,0,0,2,7,47,16,31,0,0
,Summerville,186,5,34,21,126,"1,662",244,"1,313",105,2
,Sumter,418,8,11,48,351,"1,796",397,"1,291",108,5
,Swansea,5,0,0,4,1,37,2,28,7,0
,Tega Cay,5,0,0,1,4,164,1,162,1,0
,Travelers Rest,5,1,1,1,2,312,7,294,11,1
,Union,76,1,6,10,59,534,86,423,25,1
,Wagener,1,0,0,0,1,6,1,4,1,0
,Walhalla,7,0,1,1,5,76,22,52,2,0
,Walterboro,21,0,3,4,14,316,23,279,14,0
,Ware Shoals,23,0,0,1,22,105,17,79,9,0
,Wellford,1,0,1,0,0,32,4,25,3,0
,West Columbia,127,0,23,28,76,"1,199",148,944,107,2
,Westminster,10,0,0,3,7,76,17,55,4,1
,West Union,0,0,0,0,0,24,5,19,0,0
,Whitmire,3,0,0,1,2,51,10,41,0,1
,Williamston,31,0,2,5,24,85,6,69,10,1
,Williston,17,2,3,6,6,145,31,97,17,0
,Winnsboro,23,0,0,2,21,78,10,66,2,0
,Woodruff,3,0,0,0,3,35,11,23,1,0
,Yemassee,17,0,2,3,12,45,6,35,4,1
,York,67,0,8,8,51,421,34,372,15,2
SOUTH DAKOTA,Aberdeen,160,0,41,4,115,629,117,468,44,0
,Alcester,0,0,0,0,0,11,4,6,1,0
,Avon,0,0,0,0,0,0,0,0,0,0
,Belle Fourche,11,0,3,0,8,87,7,75,5,0
,Beresford,0,0,0,0,0,12,4,8,0,0
,Box Elder,42,0,5,1,36,216,54,137,25,0
,Brandon,7,0,1,0,6,27,4,22,1,0
,Brookings,54,0,12,1,41,316,28,271,17,0
,Burke,0,0,0,0,0,0,0,0,0,0
,Canton,12,0,2,0,10,59,17,39,3,0
,Centerville,0,0,0,0,0,7,2,4,1,1
,Chamberlain,16,0,3,1,12,77,18,57,2,0
,Clark,0,0,0,0,0,2,1,1,0,0
,Deadwood,3,0,0,0,3,0,0,0,0,0
,Elk Point,4,0,0,0,4,1,0,0,1,0
,Faith,0,0,0,0,0,1,0,0,1,0
,Flandreau,18,0,3,0,15,78,19,52,7,1
,Freeman,1,0,1,0,0,9,1,4,4,0
,Groton,0,0,0,0,0,0,0,0,0,0
,Hot Springs,11,0,1,0,10,33,4,28,1,0
,Huron,58,0,11,0,47,349,29,311,9,1
,Kadoka,2,0,0,0,2,5,1,1,3,0
,Kimball,0,0,0,0,0,2,2,0,0,0
,Lead,2,0,0,0,2,16,2,12,2,0
,Lennox,5,0,1,0,4,11,5,4,2,0
,Madison,17,0,3,0,14,78,16,57,5,0
,Martin,27,0,3,2,22,80,20,59,1,0
,Menno,0,0,0,0,0,0,0,0,0,0
,Mitchell,59,1,13,1,44,538,61,437,40,4
,Mobridge,13,0,2,0,11,26,4,20,2,0
,Murdo,0,0,0,0,0,2,2,0,0,0
,North Sioux City,6,0,1,0,5,55,7,41,7,0
,Philip,1,0,0,0,1,5,2,2,1,0
,Pierre,65,1,15,3,46,383,42,318,23,0
,Platte,4,0,2,0,2,2,1,1,0,0
,Rapid City,540,4,114,64,358,"2,454",488,"1,646",320,9
,Rosholt,0,0,0,0,0,0,0,0,0,0
,Scotland,0,0,0,0,0,0,0,0,0,0
,Sioux Falls,897,4,116,68,709,"5,653",695,"4,300",658,29
,Sisseton,3,0,1,0,2,16,2,10,4,0
,Spearfish,23,0,4,1,18,268,29,229,10,1
,Springfield,0,0,0,0,0,0,0,0,0,0
,Sturgis,14,0,2,1,11,151,21,125,5,0
,Summerset,5,0,1,0,4,57,4,52,1,0
,Tea,8,0,3,0,5,96,9,79,8,0
,Tripp,1,0,1,0,0,1,1,0,0,0
,Tyndall,0,0,0,0,0,0,0,0,0,0
,Vermillion,21,0,5,0,16,209,13,187,9,0
,Wagner,4,0,1,0,3,16,0,13,3,0
,Watertown,67,1,20,3,43,367,58,292,17,0
,Yankton,86,1,20,2,63,375,33,301,41,1
TENNESSEE,Adamsville,6,0,2,0,4,27,2,22,3,1
,Alamo,12,0,3,0,9,89,13,66,10,0
,Alcoa,85,2,17,7,59,431,27,361,43,0
,Alexandria,4,0,0,1,3,4,2,2,0,0
,Algood,13,0,3,0,10,172,7,157,8,0
,Ardmore,0,0,0,0,0,28,1,23,4,0
,Ashland City,12,0,0,0,12,264,13,243,8,0
,Athens,116,0,7,9,100,881,120,688,73,1
,Atoka,12,0,2,1,9,67,5,58,4,0
,Baileyton,2,0,0,0,2,12,1,10,1,0
,Bartlett,188,1,12,30,145,"1,046",100,878,68,2
,Baxter,4,0,0,2,2,38,7,27,4,0
,Bean Station,8,0,0,0,8,33,8,20,5,0
,Belle Meade,1,0,0,0,1,27,5,20,2,0
,Bells,7,0,0,2,5,31,11,16,4,0
,Benton,4,0,1,0,3,34,3,29,2,0
,Berry Hill,15,0,0,7,8,120,19,97,4,0
,Big Sandy,0,0,0,0,0,10,3,5,2,0
,Blaine,0,0,0,0,0,30,2,24,4,0
,Bluff City,4,0,0,0,4,25,6,15,4,0
,Bolivar,73,0,3,4,66,141,45,87,9,1
,Bradford,3,0,0,1,2,12,1,10,1,1
,Brentwood,38,0,12,12,14,374,38,318,18,1
,Brighton,4,0,0,1,3,9,4,5,0,0
,Bristol,135,1,15,12,107,813,138,604,71,3
,Brownsville,151,2,13,9,127,329,63,251,15,0
,Bruceton,4,0,0,0,4,25,5,16,4,0
,Burns,0,0,0,0,0,10,1,6,3,0
,Calhoun,0,0,0,0,0,3,0,3,0,0
,Camden,2,0,0,0,2,31,3,28,0,0
,Carthage,6,0,0,0,6,49,0,45,4,0
,Caryville,3,0,1,0,2,42,8,23,11,0
,Celina,4,0,0,0,4,25,3,19,3,0
,Centerville,10,0,0,0,10,61,12,46,3,0
,Chapel Hill,6,0,0,0,6,12,6,6,0,0
,Charleston,0,0,0,0,0,3,0,0,3,0
,Chattanooga,"1,946",33,161,196,"1,556","10,106","1,098","7,694","1,314",25
,Church Hill,0,0,0,0,0,10,1,8,1,0
,Clarksburg,0,0,0,0,0,0,0,0,0,0
,Clarksville,926,14,103,116,693,"4,467",543,"3,457",467,12
,Cleveland,464,2,35,42,385,"2,403",371,"1,845",187,2
,Clifton,2,0,0,0,2,15,4,11,0,0
,Clinton,45,0,2,6,37,324,39,249,36,0
,Collegedale,10,0,1,4,5,222,14,198,10,0
,Collierville,119,3,9,22,85,688,49,610,29,1
,Collinwood,0,0,0,0,0,8,0,6,2,0
,Columbia,257,0,13,19,225,"1,202",124,980,98,3
,Cookeville,121,1,28,7,85,"1,047",140,779,128,1
,Coopertown,4,0,0,0,4,44,12,28,4,1
,Cornersville,3,0,0,0,3,8,1,7,0,0
,Covington,126,0,6,8,112,479,64,357,58,1
,Cowan,1,0,0,0,1,16,3,13,0,0
,Cross Plains,0,0,0,0,0,5,0,4,1,0
,Crossville,42,0,16,0,26,499,88,380,31,1
,Cumberland City,2,0,1,0,1,5,1,4,0,0
,Dandridge,12,0,1,0,11,68,15,50,3,1
,Dayton,20,0,2,0,18,197,34,156,7,0
,Decatur,11,1,1,1,8,37,5,29,3,0
,Decaturville,0,0,0,0,0,10,6,4,0,0
,Decherd,19,1,2,0,16,87,8,72,7,0
,Dickson,112,1,15,4,92,672,60,557,55,1
,Dover,2,1,0,0,1,18,3,13,2,0
,Dresden,2,0,0,1,1,30,9,17,4,0
,Dunlap,23,0,0,0,23,150,31,102,17,0
,Dyer,4,0,0,0,4,32,2,28,2,0
,Dyersburg,180,3,7,30,140,905,235,618,52,5
,Eagleville,0,0,0,0,0,0,0,0,0,0
,East Ridge,91,0,10,10,71,714,97,555,62,0
,Elizabethton,81,0,5,1,75,639,103,471,65,2
,Elkton,0,0,0,0,0,4,1,3,0,0
,Englewood,14,0,0,0,14,31,4,24,3,0
,Erin,2,0,0,0,2,16,3,12,1,0
,Erwin,30,0,4,0,26,89,12,61,16,0
,Estill Springs,16,0,0,0,16,23,4,15,4,0
,Ethridge,2,0,0,0,2,10,1,7,2,0
,Etowah,15,0,0,0,15,87,10,65,12,0
,Fairview,18,0,3,0,15,127,15,99,13,0
,Fayetteville,53,0,4,2,47,224,24,189,11,1
,Franklin,138,0,15,10,113,926,58,814,54,3
,Friendship,5,0,1,0,4,3,0,3,0,1
,Gadsden,0,0,0,0,0,7,3,3,1,0
,Gainesboro,0,0,0,0,0,1,0,1,0,0
,Gallatin,117,4,6,10,97,451,33,387,31,1
,Gallaway,1,0,0,0,1,7,0,5,2,0
,Gates,2,0,1,0,1,17,7,9,1,0
,Gatlinburg,20,0,3,0,17,192,25,152,15,0
,Germantown,36,0,8,5,23,492,44,422,26,1
,Gibson,0,0,0,0,0,2,0,2,0,0
,Gleason,5,0,0,0,5,21,4,14,3,0
,Goodlettsville,53,0,3,16,34,517,39,422,56,1
,Gordonsville,3,0,0,0,3,10,3,7,0,0
,Grand Junction,1,0,0,0,1,1,0,1,0,0
,Graysville,11,0,0,0,11,31,4,22,5,0
,Greenbrier,23,0,2,2,19,57,12,37,8,0
,Greeneville,50,1,4,1,44,521,51,405,65,4
,Greenfield,9,0,0,0,9,43,6,36,1,0
,Halls,3,0,0,0,3,12,4,4,4,1
,Harriman,29,0,1,1,27,180,30,130,20,0
,Henderson,41,0,6,2,33,104,16,78,10,0
,Hendersonville,100,0,2,12,86,652,44,574,34,0
,Henry,0,0,0,0,0,3,1,0,2,0
,Hohenwald,22,0,4,0,18,125,8,106,11,0
,Hollow Rock,0,0,0,0,0,4,3,1,0,0
,Hornbeak,0,0,0,0,0,0,0,0,0,0
,Humboldt,63,1,2,5,55,272,65,189,18,1
,Huntingdon,1,0,0,0,1,49,7,39,3,0
,Huntland,0,0,0,0,0,0,0,0,0,0
,Jacksboro,5,0,0,0,5,95,0,94,1,0
,Jackson,650,17,30,97,506,"2,473",374,"1,904",195,15
,Jamestown,10,0,0,1,9,72,7,64,1,0
,Jasper,8,1,0,0,7,63,10,44,9,0
,Jefferson City,14,0,2,1,11,207,28,167,12,3
,Jellico,7,0,0,0,7,61,13,44,4,0
,Johnson City,286,1,28,38,219,"2,390",301,"1,904",185,8
,Jonesborough,20,1,2,1,16,105,17,74,14,0
,Kenton,4,0,1,0,3,28,3,25,0,0
,Kimball,5,0,0,0,5,58,5,49,4,1
,Kingsport,332,3,22,35,272,"2,829",324,"2,232",273,5
,Kingston,7,0,2,1,4,72,13,55,4,1
,Kingston Springs,1,0,0,0,1,11,3,8,0,0
,Knoxville,"1,259",22,146,232,859,"8,207","1,157","6,067",983,10
,Lafayette,34,0,0,3,31,115,21,80,14,1
,La Follette,52,0,3,4,45,339,84,232,23,0
,La Vergne,142,4,17,22,99,650,103,472,75,1
,Lawrenceburg,50,0,10,3,37,427,62,339,26,1
,Lebanon,149,2,24,9,114,929,106,763,60,1
,Lenoir City,37,0,2,2,33,272,33,215,24,0
,Lexington,45,0,1,2,42,238,25,201,12,0
,Livingston,12,0,1,1,10,65,18,45,2,0
,Lookout Mountain,0,0,0,0,0,20,1,18,1,0
,Loretto,7,0,0,0,7,9,3,5,1,0
,Loudon,5,0,2,0,3,52,6,42,4,0
,Madisonville,21,0,0,2,19,199,20,163,16,0
,Manchester,61,0,6,1,54,435,65,351,19,0
,Martin,18,1,0,1,16,327,38,279,10,0
,Maryville,44,1,4,1,38,463,53,375,35,1
,Mason,2,0,0,1,1,2,2,0,0,0
,Maury City,1,0,0,0,1,14,2,10,2,0
,Maynardville,7,0,0,1,6,42,5,34,3,0
,McEwen,4,0,0,0,4,33,11,22,0,1
,McKenzie,23,0,0,1,22,86,21,61,4,3
,McMinnville,130,2,13,8,107,478,87,350,41,0
,Medina,13,0,0,0,13,14,6,8,0,0
,Memphis,"12,367",190,468,"2,432","9,277","39,860","7,833","27,981","4,046",336
,Metropolitan Nashville Police Department,"7,376",83,438,"1,978","4,877","27,777","3,374","21,655","2,748",60
,Middleton,0,0,0,0,0,2,1,1,0,0
,Milan,42,0,4,3,35,194,48,136,10,0
,Millersville,29,1,3,0,25,85,26,51,8,1
,Millington,105,2,6,13,84,552,97,397,58,3
,Minor Hill,0,0,0,0,0,0,0,0,0,0
,Monteagle,8,0,0,1,7,41,15,19,7,0
,Monterey,9,0,0,0,9,51,14,32,5,0
,Morristown,255,2,16,18,219,"1,423",169,"1,140",114,1
,Moscow,4,0,1,0,3,11,1,9,1,0
,Mountain City,1,0,0,0,1,34,3,31,0,0
,Mount Carmel,2,0,0,0,2,29,7,14,8,0
,Mount Juliet,59,1,2,9,47,523,24,456,43,0
,Mount Pleasant,8,0,1,0,7,45,8,33,4,0
,Munford,17,1,3,1,12,81,18,58,5,0
,Murfreesboro,611,4,96,106,405,"4,228",510,"3,454",264,6
,Newbern,11,0,1,1,9,58,12,42,4,0
,New Johnsonville,4,0,0,0,4,31,9,16,6,0
,New Market,1,0,0,1,0,8,0,7,1,0
,Newport,66,0,6,1,59,593,52,480,61,1
,New Tazewell,7,0,0,0,7,76,6,64,6,0
,Niota,2,0,0,0,2,15,3,8,4,0
,Nolensville,16,0,1,3,12,94,23,61,10,2
,Norris,6,0,0,0,6,16,3,11,2,0
,Oakland,1,0,0,0,1,65,4,60,1,0
,Oak Ridge,112,0,22,9,81,671,97,523,51,6
,Obion,0,0,0,0,0,5,1,4,0,0
,Oliver Springs,2,0,0,0,2,59,13,32,14,2
,Oneida,10,0,1,0,9,116,28,85,3,0
,Paris,31,1,1,4,25,271,61,199,11,0
,Parsons,5,0,0,0,5,28,1,16,11,0
,Petersburg,0,0,0,0,0,2,0,2,0,0
,Pigeon Forge,47,1,12,4,30,334,54,241,39,0
,Pikeville,6,0,0,0,6,17,6,5,6,0
,Piperton,0,0,0,0,0,11,4,7,0,0
,Pittman Center,0,0,0,0,0,1,0,1,0,0
,Plainview,2,0,0,0,2,16,7,8,1,0
,Pleasant View,0,0,0,0,0,53,10,40,3,0
,Portland,41,0,4,7,30,235,41,166,28,3
