Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2017",,,,,,,,,,,
State,City,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
,Mount Union,3,0,0,2,1,12,0,12,0,0
,Mountville,3,0,0,0,3,26,2,24,0,1
,Muhlenberg Township,24,1,1,7,15,532,36,472,24,1
,Muncy,2,0,2,0,0,11,2,8,1,0
,Muncy Township,0,0,0,0,0,46,1,45,0,0
,Munhall,6,0,0,0,6,67,0,66,1,0
,Murrysville,12,0,1,1,10,112,12,98,2,1
,Nanticoke,28,1,1,11,15,168,18,145,5,10
,Nanty Glo,1,0,1,0,0,10,5,5,0,0
,Narberth,1,0,0,0,1,27,0,26,1,0
,Nazareth,6,0,0,1,5,74,7,62,5,0
,Nescopeck,2,0,0,0,2,2,2,0,0,0
,Neshannock Township,6,0,0,2,4,54,12,41,1,0
,Nether Providence Township,10,1,0,1,8,135,18,116,1,0
,Neville Township,0,0,0,0,0,52,2,50,0,0
,New Beaver,0,0,0,0,0,2,0,2,0,0
,New Berlin,0,0,0,0,0,2,1,1,0,0
,Newberry Township,22,0,3,1,18,217,15,195,7,0
,New Brighton,28,0,0,5,23,300,63,229,8,0
,New Britain Township,4,0,0,0,4,63,10,52,1,0
,New Castle,94,0,5,48,41,724,243,457,24,7
,New Castle Township,0,0,0,0,0,0,0,0,0,0
,New Cumberland,2,0,2,0,0,73,12,59,2,0
,New Florence,0,0,0,0,0,1,1,0,0,0
,New Hanover Township,6,0,0,0,6,50,7,38,5,0
,New Holland,10,0,0,1,9,74,10,62,2,1
,New Hope,4,0,0,0,4,50,1,49,0,0
,New Kensington,50,1,8,21,20,486,105,349,32,2
,New Philadelphia,0,0,0,0,0,1,0,1,0,0
,Newport Township,8,0,0,1,7,31,8,22,1,0
,New Sewickley Township,12,0,1,0,11,91,21,62,8,0
,Newtown,1,0,0,0,1,20,3,16,1,0
,"Newtown Township, Bucks County",15,0,0,5,10,119,12,104,3,0
,"Newtown Township, Delaware County",8,0,1,2,5,102,7,87,8,0
,New Wilmington,2,0,1,0,1,21,2,19,0,0
,Norristown,187,4,6,103,74,574,67,463,44,2
,Northampton,11,0,2,1,8,102,9,85,8,0
,Northampton Township,18,0,2,5,11,147,18,117,12,0
,North Beaver,0,0,0,0,0,5,0,4,1,0
,North Belle Vernon,9,0,0,1,8,41,5,36,0,0
,North Braddock,3,0,0,1,2,5,3,2,0,1
,North Buffalo,0,0,0,0,0,0,0,0,0,0
,North Catasauqua,4,0,1,0,3,66,5,55,6,0
,North Cornwall Township,12,0,1,3,8,144,13,128,3,0
,North Coventry Township,8,1,1,1,5,145,12,133,0,0
,"Northeast, Bradford County",1,0,0,1,0,1,0,0,1,0
,"North East, Erie County",6,0,1,0,5,106,9,95,2,0
,Northeastern Regional,15,1,4,0,10,132,7,125,0,0
,Northern Berks Regional,4,0,2,1,1,100,16,78,6,0
,Northern Cambria Borough,4,0,0,0,4,46,9,36,1,0
,Northern Lancaster County Regional,31,0,7,3,21,169,25,137,7,0
,Northern Regional,8,0,0,0,8,185,1,176,8,0
,Northern York Regional,45,3,1,10,31,747,104,607,36,6
,North Fayette Township,17,0,0,2,15,181,16,163,2,0
,North Franklin Township,10,0,0,0,10,79,3,75,1,1
,North Hopewell Township,2,0,0,0,2,8,1,6,1,0
,North Huntingdon Township,17,0,4,3,10,340,26,296,18,0
,North Lebanon Township,28,0,1,4,23,225,28,193,4,7
,North Londonderry Township,0,0,0,0,0,132,3,129,0,0
,North Middleton Township,16,0,3,0,13,56,4,47,5,0
,North Sewickley Township,9,0,0,0,9,42,5,36,1,1
,North Strabane Township,18,0,1,1,16,116,6,108,2,0
,Northumberland,4,0,1,0,3,26,8,18,0,0
,North Union Township,0,0,0,0,0,0,0,0,0,0
,North Versailles Township,26,0,0,11,15,175,15,151,9,1
,North Wales,2,0,0,0,2,25,0,24,1,0
,Northwest Lancaster County Regional,9,1,3,2,3,90,0,87,3,0
,North Woodbury,0,0,0,0,0,18,1,16,1,0
,Norwood,19,0,3,3,13,57,2,51,4,0
,Oakdale,1,0,0,0,1,0,0,0,0,0
,Oakland,0,0,0,0,0,8,2,6,0,0
,Oakmont,10,0,2,0,8,78,5,69,4,0
,O'Hara Township,0,0,0,0,0,19,7,11,1,0
,Ohio Township,1,0,0,0,1,97,0,96,1,0
,Ohioville,5,0,0,1,4,27,3,19,5,0
,Oil City,14,0,5,2,7,153,12,140,1,0
,Old Forge,10,0,1,3,6,78,14,59,5,0
,Old Lycoming Township,5,0,0,2,3,160,16,140,4,1
,Oley Township,2,0,0,0,2,17,7,10,0,0
,Olyphant,1,0,0,1,0,17,2,15,0,0
,Orwigsburg,3,0,0,0,3,29,1,27,1,0
,Osceola Township,0,0,0,0,0,0,0,0,0,0
,Otto Eldred Regional,1,0,0,1,0,2,0,2,0,0
,Overfield Township,0,0,0,0,0,0,0,0,0,0
,Oxford,25,0,1,3,21,75,7,62,6,0
,Palmerton,5,0,0,0,5,136,14,114,8,0
,Palmer Township,14,2,0,1,11,342,18,313,11,0
,Palmyra,21,0,1,2,18,102,19,74,9,0
,Parker,0,0,0,0,0,0,0,0,0,0
,Parkesburg,9,0,0,3,6,32,7,19,6,1
,Parkside,9,0,0,0,9,46,5,35,6,0
,Parks Township,1,0,0,0,1,2,2,0,0,0
,Patterson Township,3,0,0,3,0,51,9,39,3,0
,Patton,4,0,0,1,3,4,1,3,0,1
,Patton Township,4,0,3,1,0,154,11,140,3,0
,Penbrook,17,0,2,7,8,59,8,48,3,1
,Penn,2,0,0,0,2,0,0,0,0,0
,Penndel,4,0,0,1,3,16,3,11,2,0
,Penn Hills,181,5,6,51,119,759,161,540,58,10
,Pennridge Regional,11,0,1,0,10,82,6,72,4,0
,"Penn Township, Butler County",2,0,1,0,1,44,7,34,3,0
,"Penn Township, Westmoreland County",18,0,0,2,16,30,8,21,1,0
,"Penn Township, York County",20,0,0,4,16,147,29,114,4,0
,Pequea Township,13,0,1,1,11,37,8,27,2,0
,Perkasie,10,0,0,1,9,121,11,104,6,0
,Perryopolis,2,0,0,0,2,8,1,7,0,0
,Peters Township,4,0,0,0,4,137,26,111,0,0
,Philadelphia,"14,930",316,"1,182","6,026","7,406","48,268","6,590","36,195","5,483",413
,Phoenixville,29,2,0,2,25,193,7,180,6,1
,Pine Creek Township,1,0,0,0,1,4,1,3,0,0
,Pine Grove,0,0,0,0,0,0,0,0,0,0
,Pitcairn,34,1,0,3,30,94,21,71,2,0
,Pittsburgh,"2,008",55,90,802,"1,061","9,528","1,610","7,238",680,136
,Pittston,13,1,3,0,9,147,11,130,6,1
,Pittston Township,9,0,0,3,6,89,8,80,1,0
,Plains Township,20,0,3,3,14,178,21,151,6,0
,Pleasant Hills,0,0,0,0,0,99,6,91,2,0
,Plum,71,1,2,5,63,114,30,76,8,1
,Plumstead Township,13,0,1,0,12,87,12,70,5,1
,Plymouth,78,1,1,16,60,117,30,79,8,2
,"Plymouth Township, Montgomery County",35,1,4,18,12,479,23,438,18,4
,Pocono Mountain Regional,93,3,27,9,54,763,169,575,19,4
,Pocono Township,25,0,0,5,20,249,27,215,7,0
,Point Township,4,0,0,0,4,30,6,23,1,0
,Polk,0,0,0,0,0,0,0,0,0,0
,Portage,3,0,0,0,3,28,1,27,0,1
,Port Allegany,1,0,0,0,1,8,1,7,0,0
,Port Carbon,0,0,0,0,0,1,0,1,0,0
,Portersville,0,0,0,0,0,0,0,0,0,0
,Portland,1,0,0,0,1,13,1,11,1,0
,Port Vue,5,0,0,1,4,28,12,15,1,0
,Pottstown,165,1,21,59,84,817,110,661,46,5
,Pottsville,63,0,12,6,45,259,38,215,6,1
,Pringle,1,0,0,1,0,36,6,28,2,0
,Prospect,0,0,0,0,0,0,0,0,0,0
,Prospect Park,14,0,0,3,11,70,5,63,2,0
,"Pulaski Township, Lawrence County",4,0,0,0,4,23,6,13,4,2
,Punxsutawney,8,4,1,1,2,52,3,49,0,1
,Pymatuning Township,25,0,1,1,23,48,13,34,1,0
,Quakertown,37,0,1,0,36,174,15,154,5,2
,Quarryville,18,0,0,0,18,40,2,38,0,0
,Raccoon Township,2,0,1,1,0,16,4,12,0,0
,Radnor Township,25,0,1,4,20,294,21,255,18,0
,Ralpho Township,2,0,1,1,0,9,1,8,0,0
,Rankin,5,0,0,1,4,30,9,19,2,1
,Reading,624,9,60,219,336,"2,106",631,"1,278",197,11
,Reading Township,3,0,1,0,2,12,0,12,0,0
,Redstone Township,1,0,0,0,1,11,1,9,1,1
,Reilly Township,1,0,0,0,1,3,0,3,0,0
,Renovo,4,0,0,0,4,27,7,20,0,0
,Resa Regional,2,0,0,0,2,17,5,11,1,0
,Reserve Township,2,0,0,1,1,41,7,33,1,0
,Reynoldsville,1,0,0,0,1,8,3,5,0,1
,Rice Township,3,0,1,0,2,11,2,9,0,0
,"Richland Township, Bucks County",15,1,8,4,2,211,10,194,7,0
,"Richland Township, Cambria County",12,1,3,3,5,515,28,485,2,1
,Ridgway,14,0,0,1,13,99,12,84,3,0
,Ridley Park,7,0,0,2,5,65,5,55,5,0
,Ridley Township,31,0,1,11,19,344,23,305,16,0
,Ringtown,0,0,0,0,0,0,0,0,0,0
,Riverside,0,0,0,0,0,6,0,6,0,0
,Roaring Brook Township,0,0,0,0,0,8,1,7,0,0
,Roaring Creek Township,0,0,0,0,0,0,0,0,0,0
,Roaring Spring,0,0,0,0,0,16,1,15,0,0
,Robeson Township,5,0,0,0,5,51,15,32,4,2
,"Robinson Township, Allegheny County",21,0,4,6,11,302,11,288,3,0
,"Robinson Township, Washington County",2,0,0,0,2,17,4,12,1,0
,Rochester,14,0,5,1,8,163,29,131,3,1
,Rochester Township,2,0,0,0,2,27,4,22,1,0
,Rockledge,2,0,0,0,2,28,5,22,1,0
,Rockwood,0,0,0,0,0,0,0,0,0,0
,Roseto,0,0,0,0,0,13,2,10,1,0
,Rosslyn Farms,0,0,0,0,0,0,0,0,0,0
,Ross Township,27,0,3,10,14,606,24,566,16,0
,Rostraver Township,13,0,0,3,10,271,12,253,6,0
,Royalton,0,0,0,0,0,3,1,2,0,0
,Royersford,20,0,8,0,12,84,4,78,2,0
,Rural Valley,1,0,0,0,1,1,0,1,0,0
,Rush Township,12,0,2,0,10,101,10,90,1,0
,Ryan Township,0,0,0,0,0,4,1,3,0,0
,"Sadsbury Township, Chester County",5,0,0,0,5,17,2,14,1,0
,"Salem Township, Luzerne County",2,0,0,0,2,34,5,29,0,0
,Salisbury Township,8,0,0,2,6,211,39,163,9,0
,Saltsburg,0,0,0,0,0,6,1,5,0,0
,Sandy Lake,0,0,0,0,0,1,1,0,0,0
,Sandy Township,20,0,2,0,18,163,34,122,7,0
,Sankertown,0,0,0,0,0,0,0,0,0,0
,Saxonburg,0,0,0,0,0,0,0,0,0,0
,Sayre,23,0,2,0,21,91,9,82,0,0
,Schuylkill Haven,7,1,0,0,6,65,2,61,2,0
,"Schuylkill Township, Chester County",5,0,0,0,5,74,8,65,1,0
,Scottdale,15,0,0,1,14,81,7,72,2,0
,"Scott Township, Allegheny County",32,0,5,5,22,218,37,179,2,0
,"Scott Township, Columbia County",2,0,1,0,1,90,14,74,2,0
,"Scott Township, Lackawanna County",0,0,0,0,0,0,0,0,0,0
,Scranton,198,1,22,90,85,"1,698",351,"1,215",132,13
,Selinsgrove,42,0,4,2,36,123,27,95,1,0
,Seward,0,0,0,0,0,0,0,0,0,0
,Sewickley,3,0,0,1,2,53,5,47,1,0
,Sewickley Heights,0,0,0,0,0,3,3,0,0,0
,Shade Township,0,0,0,0,0,1,0,1,0,0
,Shaler Township,19,0,0,3,16,218,30,183,5,0
,Shamokin,16,0,1,2,13,132,20,105,7,0
,Shamokin Dam,2,0,0,0,2,18,0,16,2,0
,Sharon,69,2,12,19,36,413,90,305,18,8
,Sharon Hill,48,0,5,8,35,163,13,143,7,0
,Sharpsburg,28,0,0,2,26,25,10,12,3,0
,Sharpsville,3,0,0,0,3,76,8,66,2,0
,"Shenango Township, Lawrence County",4,0,0,1,3,81,20,59,2,0
,"Shenango Township, Mercer County",6,0,0,1,5,41,15,26,0,0
,Shillington,7,0,0,2,5,59,4,49,6,0
,Shinglehouse,4,0,0,0,4,0,0,0,0,0
,Shippensburg,2,0,2,0,0,76,17,56,3,0
,Shippingport,0,0,0,0,0,0,0,0,0,0
,Shiremanstown,0,0,0,0,0,5,0,5,0,0
,Shohola Township,0,0,0,0,0,11,3,6,2,0
,Silver Lake Township,0,0,0,0,0,7,1,5,1,0
,Silver Spring Township,1,0,1,0,0,92,10,82,0,0
,Sinking Spring,2,0,1,0,1,50,7,41,2,0
,Slate Belt Regional,32,0,3,3,26,144,15,124,5,1
,Slatington,1,0,0,1,0,81,7,71,3,0
,Slippery Rock,12,0,2,1,9,34,2,32,0,0
,Smethport,3,0,0,0,3,0,0,0,0,0
,Smithton Borough,0,0,0,0,0,4,1,3,0,0
,Smith Township,21,0,0,1,20,10,7,2,1,1
,Solebury Township,15,4,3,0,8,58,10,45,3,0
,Somerset,9,1,1,2,5,80,7,70,3,1
,Souderton,22,0,4,2,16,47,9,35,3,0
,South Abington Township,7,0,0,1,6,78,9,63,6,0
,South Annville Township,2,0,0,0,2,34,3,31,0,0
,South Beaver Township,2,0,0,0,2,23,7,16,0,0
,South Buffalo Township,0,0,0,0,0,10,2,7,1,0
,South Centre Township,2,0,0,0,2,6,0,6,0,1
,South Coatesville,11,1,1,0,9,34,8,19,7,0
,South Connellsville Borough,3,0,0,0,3,0,0,0,0,0
,Southern Regional Lancaster County,10,0,1,1,8,15,2,13,0,0
,Southern Regional York County,19,0,6,2,11,155,28,122,5,1
,South Fayette Township,4,0,1,3,0,63,6,56,1,0
,South Fork,1,0,0,0,1,0,0,0,0,0
,South Greensburg,4,0,0,1,3,33,1,32,0,0
,South Heidelberg Township,2,0,0,0,2,84,7,73,4,0
,South Heights,0,0,0,0,0,0,0,0,0,0
,South Lebanon Township,5,0,0,0,5,79,6,73,0,0
,South Londonderry Township,5,0,1,1,3,41,5,36,0,2
,South Park Township,6,0,0,2,4,27,8,17,2,0
,South Pymatuning Township,0,0,0,0,0,3,2,1,0,0
,South Strabane Township,7,0,1,2,4,442,13,425,4,0
,Southwestern Regional,18,1,8,2,7,74,9,58,7,1
,Southwest Greensburg,13,0,0,0,13,29,5,23,1,0
,South Whitehall Township,16,0,0,11,5,573,27,523,23,0
,South Williamsport,11,0,0,0,11,138,5,131,2,0
,Spring City,7,0,2,0,5,41,11,28,2,0
,Springdale,12,0,0,0,12,52,12,37,3,0
,Springdale Township,2,0,0,1,1,12,0,12,0,0
,Springettsbury Township,30,0,7,12,11,860,46,788,26,1
,"Springfield Township, Bucks County",5,0,0,0,5,26,6,19,1,0
,"Springfield Township, Delaware County",14,0,0,6,8,588,29,554,5,1
,"Springfield Township, Montgomery County",19,0,0,6,13,234,17,199,18,1
,Spring Garden Township,33,0,3,13,17,302,38,244,20,0
,"Spring Township, Berks County",10,0,0,7,3,328,31,289,8,2
,"Spring Township, Centre County",4,1,0,0,3,23,0,23,0,0
,State College,44,0,7,9,28,616,45,566,5,4
,St. Clair Boro,2,0,0,0,2,137,0,137,0,0
,St. Clair Township,0,0,0,0,0,4,1,3,0,0
,Steelton,59,2,0,15,42,186,25,146,15,2
,St. Marys City,9,0,3,2,4,107,14,91,2,0
,Stockertown,1,0,0,0,1,3,0,3,0,0
,Stoneboro,0,0,0,0,0,5,1,4,0,0
,Stowe Township,27,0,0,11,16,173,37,126,10,0
,Strasburg,3,0,0,0,3,16,2,14,0,0
,Stroud Area Regional,86,3,16,30,37,"1,056",91,940,25,1
,Sugarcreek,5,0,0,0,5,54,8,46,0,0
,"Sugarloaf Township, Luzerne County",5,0,0,2,3,38,8,29,1,0
,Sugar Notch,1,0,0,0,1,11,2,9,0,0
,Summerhill Township,2,0,1,1,0,23,5,18,0,0
,Summit Township,0,0,0,0,0,0,0,0,0,0
,Sunbury,59,0,2,3,54,169,26,137,6,5
,Susquehanna,4,0,0,0,4,29,1,26,2,0
,Susquehanna Regional,13,1,1,0,11,71,14,55,2,0
,"Susquehanna Township, Dauphin County",75,0,8,19,48,359,64,278,17,6
,Swarthmore,8,0,0,0,8,49,6,42,1,0
,Swatara Township,88,6,13,35,34,"1,049",62,975,12,4
,Sweden Township,0,0,0,0,0,0,0,0,0,0
,Swissvale,32,5,0,11,16,150,34,103,13,0
,Swoyersville,2,0,0,0,2,47,12,34,1,0
,Sykesville,0,0,0,0,0,0,0,0,0,0
,Tamaqua,23,1,0,3,19,156,17,128,11,0
,Tarentum,10,0,1,3,6,69,15,50,4,0
,Tatamy,2,0,0,0,2,15,4,11,0,0
,Taylor,59,0,0,3,56,203,31,162,10,0
,Telford,16,0,4,1,11,44,2,39,3,0
,Terre Hill,0,0,0,0,0,3,0,3,0,0
,Throop,12,0,0,1,11,41,8,31,2,0
,Tiadaghton Valley Regional,12,0,0,2,10,82,7,74,1,1
,Tidioute,0,0,0,0,0,0,0,0,0,0
,Tilden Township,0,0,0,0,0,39,0,34,5,0
,"Tinicum Township, Bucks County",3,0,1,0,2,17,5,12,0,0
,"Tinicum Township, Delaware County",17,0,2,4,11,115,6,96,13,0
,Tioga,0,0,0,0,0,1,0,1,0,0
,Titusville,13,0,1,0,12,86,13,72,1,0
,Towamencin Township,8,0,2,2,4,97,6,87,4,0
,Towanda,5,0,1,0,4,61,4,53,4,1
,Trainer,8,0,2,1,5,77,12,56,9,0
,Tredyffrin Township,13,0,1,3,9,226,16,204,6,1
,Troy,2,0,2,0,0,21,1,19,1,0
,Tullytown,5,1,0,2,2,57,2,55,0,0
,Tulpehocken Township,1,0,0,0,1,19,2,17,0,0
,Tunkhannock,2,0,0,1,1,11,2,7,2,0
,"Tunkhannock Township, Wyoming County",4,0,0,1,3,51,12,38,1,0
,Turtle Creek,9,0,0,1,8,10,1,9,0,1
,Tyrone,19,0,3,3,13,93,10,82,1,0
,Union City,3,0,2,1,0,55,6,49,0,0
,Uniontown,28,3,0,14,11,255,47,202,6,0
,"Union Township, Lawrence County",3,0,0,0,3,94,3,90,1,0
,"Union Township, Schuylkill County",0,0,0,0,0,0,0,0,0,0
,Upland,33,1,0,3,29,102,13,82,7,0
,Upper Allen Township,0,0,0,0,0,164,30,132,2,1
,Upper Burrell Township,2,0,2,0,0,12,2,10,0,0
,Upper Chichester Township,30,0,1,15,14,352,35,301,16,1
,Upper Darby Township,388,1,9,177,201,"1,297",152,997,148,4
,Upper Dublin Township,18,0,1,5,12,237,13,217,7,3
,Upper Gwynedd Township,11,0,0,3,8,124,17,103,4,0
,Upper Leacock Township,5,0,0,2,3,82,21,54,7,0
,Upper Macungie Township,4,0,1,2,1,255,22,224,9,0
,Upper Makefield Township,3,1,0,0,2,59,12,47,0,0
,Upper Merion Township,18,0,3,12,3,"1,074",29,"1,025",20,2
,Upper Moreland Township,21,0,4,10,7,381,36,332,13,1
,Upper Nazareth Township,11,0,0,1,10,18,1,17,0,0
,Upper Perkiomen,6,0,4,1,1,50,10,39,1,1
,Upper Pottsgrove Township,12,0,1,0,11,51,18,33,0,0
,"Upper Providence Township, Delaware County",1,0,0,0,1,29,6,23,0,0
,"Upper Providence Township, Montgomery County",10,0,2,1,7,283,9,272,2,0
,Upper Saucon Township,7,1,0,1,5,93,13,69,11,0
,Upper Southampton Township,8,0,2,4,2,118,14,98,6,1
,Upper St. Clair Township,6,0,0,1,5,105,9,96,0,0
,Upper Uwchlan Township,2,0,0,0,2,52,8,44,0,0
,Upper Yoder Township,2,0,0,0,2,5,2,3,0,0
,Uwchlan Township,20,0,5,6,9,98,15,83,0,2
,Valley Township,9,0,1,0,8,97,14,80,3,0
,Vandergrift,12,0,1,1,10,5,4,0,1,0
,Vandling,2,0,0,0,2,3,0,3,0,0
,Vernon Township,3,0,0,1,2,49,0,49,0,0
,Verona,10,0,1,5,4,83,18,64,1,0
,Versailles,10,1,0,0,9,19,5,14,0,0
,Vintondale,0,0,0,0,0,0,0,0,0,0
,Walker Township,0,0,0,0,0,2,0,2,0,0
,Walnutport,0,0,0,0,0,0,0,0,0,0
,Wampum,2,0,0,0,2,2,0,2,0,1
,Warminster Township,48,0,8,21,19,385,17,347,21,0
,Warren,28,0,1,1,26,155,10,144,1,1
,Warrington Township,15,0,5,4,6,240,13,218,9,1
,"Warwick Township, Bucks County",9,0,1,2,6,51,9,39,3,0
,"Washington, Washington County",63,1,7,18,37,419,81,310,28,3
,"Washington Township, Fayette County",13,0,0,0,13,32,2,30,0,0
,"Washington Township, Franklin County",3,0,2,1,0,320,36,281,3,3
,"Washington Township, Northampton County",3,0,1,0,2,33,6,25,2,0
,"Washington Township, Westmoreland County",5,0,0,0,5,36,4,32,0,0
,Watsontown,3,0,2,1,0,26,7,18,1,1
,Waverly Township,0,0,0,0,0,9,6,3,0,0
,Waymart,1,0,0,0,1,10,0,9,1,0
,Waynesboro,15,0,2,5,8,236,37,193,6,3
,Waynesburg,16,0,5,2,9,83,19,61,3,0
,"Wayne Township, Lawrence County",0,0,0,0,0,4,0,4,0,0
,Weatherly,23,0,2,0,21,87,35,52,0,0
,Weissport,0,0,0,0,0,0,0,0,0,0
,Wellsboro,3,0,0,0,3,27,3,24,0,0
,Wesleyville,3,0,0,0,3,103,15,86,2,0
,West Brandywine Township,27,3,4,0,20,55,20,29,6,1
,West Brownsville,2,0,0,2,0,68,2,66,0,0
,West Caln Township,24,0,0,2,22,64,18,41,5,0
,West Carroll Township,5,0,1,0,4,2,0,2,0,1
,West Chester,50,0,11,18,21,304,36,260,8,0
,West Cocalico Township,7,0,1,0,6,30,6,22,2,1
,West Conshohocken,2,0,0,0,2,22,3,16,3,0
,West Cornwall Township,2,0,0,0,2,1,0,1,0,0
,West Deer Township,6,0,0,1,5,77,16,58,3,0
,West Earl Township,10,0,7,1,2,54,18,31,5,1
,Western Berks Regional,7,0,0,2,5,24,10,11,3,0
,West Fallowfield Township,2,0,0,0,2,16,2,10,4,0
,Westfield,1,0,0,0,1,4,0,4,0,1
,West Goshen Township,26,2,3,2,19,249,17,226,6,0
,West Hazleton,29,0,1,7,21,97,19,74,4,0
,West Hempfield Township,12,1,0,2,9,166,16,147,3,0
,West Hills Regional,6,1,0,2,3,99,9,90,0,0
,West Homestead,2,0,0,2,0,19,0,19,0,0
,West Kittanning,1,0,1,0,0,5,0,5,0,0
,West Lampeter Township,10,0,2,1,7,87,9,75,3,0
,West Lebanon Township,1,0,0,0,1,59,0,58,1,0
,West Leechburg,2,0,0,0,2,4,2,2,0,0
,West Mahanoy Township,2,0,0,0,2,5,0,3,2,0
,West Manchester Township,41,2,6,10,23,539,32,498,9,1
,West Manheim Township,2,0,0,0,2,79,4,73,2,0
,West Mead Township,4,0,0,1,3,51,4,46,1,0
,West Mifflin,24,0,2,8,14,115,9,106,0,1
,West Newton,11,0,1,1,9,28,7,20,1,0
,West Norriton Township,22,0,3,5,14,273,22,246,5,0
,West Nottingham Township,0,0,0,0,0,0,0,0,0,0
,West Penn Township,1,0,0,0,1,11,4,7,0,0
,West Pikeland Township,2,0,0,0,2,15,3,11,1,0
,West Pike Run,0,0,0,0,0,1,0,0,1,0
,West Pittston,10,0,0,2,8,60,7,52,1,0
,West Pottsgrove Township,9,0,1,4,4,122,23,95,4,0
,West Reading,28,0,0,2,26,177,11,160,6,0
,West Sadsbury Township,4,0,1,1,2,85,5,79,1,0
,West Salem Township,12,0,2,2,8,50,17,29,4,0
,West Shore Regional,5,0,0,4,1,60,8,46,6,0
,Westtown-East Goshen Regional,34,0,3,7,24,242,15,220,7,0
,West View,11,0,0,2,9,113,0,110,3,1
,West Vincent Township,1,0,1,0,0,21,4,17,0,0
,West Whiteland Township,17,0,5,8,4,438,9,426,3,5
,West Wyoming,6,0,0,1,5,36,8,27,1,0
,West York,18,1,2,4,11,104,25,63,16,2
,Whitaker Borough,2,0,0,1,1,21,5,16,0,0
,Whitehall,4,0,0,0,4,39,6,30,3,1
,Whitehall Township,40,1,0,20,19,"1,015",64,930,21,0
,White Haven Borough,1,0,0,0,1,10,2,7,1,0
,Whitemarsh Township,10,0,2,1,7,145,4,132,9,0
,White Oak,3,0,0,2,1,76,9,61,6,0
,Whitpain Township,32,1,1,5,25,256,35,215,6,2
,Wiconisco Township,1,0,1,0,0,0,0,0,0,0
,Wilkes-Barre,251,2,12,104,133,"1,101",225,816,60,8
,Wilkes-Barre Township,13,0,0,4,9,524,16,506,2,0
,Wilkinsburg,115,0,7,53,55,512,134,316,62,7
,Wilkins Township,9,2,2,4,1,92,18,69,5,2
,Williamsburg,0,0,0,0,0,8,1,7,0,0
,Williamsport,107,2,12,27,66,880,119,741,20,8
,Willistown Township,0,0,0,0,0,45,4,38,3,1
,Wilson,72,0,1,12,59,247,29,207,11,0
,Windber,31,0,0,1,30,21,3,16,2,1
,Womelsdorf,2,0,2,0,0,12,1,10,1,0
,Woodward Township,0,0,0,0,0,0,0,0,0,0
,Worthington,0,0,0,0,0,0,0,0,0,0
,Wrightsville,0,0,0,0,0,39,2,37,0,0
,Wright Township,2,0,0,0,2,46,5,37,4,0
,Wyoming,17,0,0,3,14,56,7,48,1,0
,Wyomissing,12,0,0,8,4,314,27,285,2,0
,Yardley,2,0,0,0,2,22,2,20,0,0
,Yeadon,84,0,3,22,59,362,69,257,36,1
,York,472,14,10,191,257,"1,288",251,885,152,6
,York Area Regional,87,0,15,20,52,439,73,350,16,2
,Youngsville,13,0,0,0,13,4,1,3,0,0
,Zelienople,0,0,0,0,0,35,3,32,0,0
,Zerbe Township,1,0,0,0,1,4,0,4,0,0
RHODE ISLAND,Barrington,10,0,6,0,4,127,26,101,0,2
,Bristol,15,1,2,1,11,97,8,83,6,0
,Burrillville,16,0,4,1,11,93,18,73,2,4
,Central Falls,97,0,12,13,72,391,58,271,62,8
,Charlestown,9,0,4,3,2,62,18,40,4,1
,Coventry,35,0,14,3,18,509,84,405,20,4
,Cranston,111,2,26,22,61,"1,248",214,943,91,10
,Cumberland,15,0,5,0,10,269,43,205,21,3
,East Greenwich,6,0,1,0,5,136,21,113,2,1
,East Providence,69,1,14,9,45,578,67,465,46,8
,Foster,7,0,0,1,6,32,13,18,1,0
,Glocester,3,0,0,0,3,33,6,20,7,0
,Hopkinton,4,0,2,0,2,101,42,52,7,0
,Jamestown,8,0,1,0,7,25,5,19,1,0
,Johnston,45,0,7,6,32,361,73,252,36,1
,Lincoln,28,1,3,4,20,406,44,337,25,2
,Little Compton,0,0,0,0,0,35,6,29,0,0
,Middletown,16,0,6,0,10,178,22,142,14,1
,Narragansett,10,0,2,2,6,108,20,84,4,0
,Newport,60,0,20,7,33,785,90,668,27,9
,New Shoreham,0,0,0,0,0,18,4,13,1,0
,North Kingstown,18,0,7,1,10,273,37,228,8,1
,North Providence,43,0,12,6,25,299,68,198,33,1
,North Smithfield,8,0,6,0,2,204,16,177,11,0
,Pawtucket,311,1,45,45,220,"1,788",373,"1,224",191,16
,Portsmouth,11,0,4,0,7,102,17,79,6,0
,Providence,960,12,104,255,589,"5,925","1,013","4,332",580,16
,Richmond,3,0,2,0,1,50,11,39,0,0
,Scituate,5,0,1,0,4,43,13,27,3,1
,Smithfield,10,0,4,2,4,238,23,210,5,2
,South Kingstown,14,0,4,2,8,197,46,146,5,2
,Tiverton,21,0,4,4,13,189,35,137,17,1
,Warren,15,0,4,1,10,137,29,101,7,4
,Warwick,97,1,27,12,57,"1,383",173,"1,149",61,9
,Westerly,17,0,2,7,8,384,79,292,13,2
,West Greenwich,2,0,0,0,2,64,16,46,2,1
,West Warwick,66,0,17,9,40,319,94,197,28,6
