Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,, ,,,,,,,,
"by State by City, 2011",,,,,,,,,,,
State,City,"Violent
crime","Murder and
nonnegligent
manslaughter","Forcible
rape",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson1
,Middleburg,0,0,0,0,0,89,17,71,1,0
,"Middlesex Township, Butler County",1,0,0,0,1,34,7,27,0,0
,Middletown,19,0,4,4,11,143,17,120,6,0
,Middletown Township,38,1,3,12,22,"1,426",148,"1,221",57,3
,Midland,9,0,1,3,5,393,23,365,5,0
,Mifflin,1,0,0,0,1,5,5,0,0,0
,Mifflinburg,2,0,0,0,2,81,19,62,0,1
,Mifflin County Regional,17,0,4,0,13,278,38,231,9,4
,Milford,1,0,0,0,1,32,5,27,0,0
,Millbourne,15,0,0,6,9,25,7,18,0,0
,"Millcreek Township, Erie County",46,0,11,16,19,"1,099",248,827,24,0
,"Millcreek Township, Lebanon County",5,0,0,1,4,51,10,39,2,1
,Millersburg,11,0,1,0,10,28,6,22,0,1
,Millersville,17,0,5,3,9,89,20,68,1,0
,Millvale,7,0,0,0,7,48,19,26,3,0
,Millville,0,0,0,0,0,0,0,0,0,0
,Minersville,5,0,0,0,5,22,6,14,2,0
,Monaca,13,0,2,5,6,130,24,96,10,0
,Monessen,65,0,1,9,55,268,75,189,4,0
,Monongahela,17,0,0,1,16,148,21,120,7,1
,Monroeville,54,0,3,17,34,342,75,245,22,0
,Montgomery,2,0,0,0,2,35,0,35,0,0
,Montgomery Township,6,0,1,2,3,514,16,488,10,0
,Montoursville,0,0,0,0,0,10,0,10,0,0
,Moon Township,16,0,0,5,11,263,39,218,6,0
,Moore Township,4,0,0,0,4,61,9,48,4,0
,Moosic,33,0,1,3,29,266,45,212,9,2
,Morton,4,0,0,0,4,149,27,120,2,0
,Moscow,2,0,0,0,2,21,1,19,1,0
,Mount Carmel,9,0,0,2,7,116,19,92,5,1
,Mount Carmel Township,16,0,0,0,16,14,2,11,1,0
,Mount Gretna Borough,0,0,0,0,0,0,0,0,0,0
,Mount Holly Springs,4,0,0,1,3,31,9,22,0,1
,Mount Jewett,4,0,0,0,4,6,4,2,0,0
,Mount Joy,16,0,1,1,14,136,28,103,5,0
,Mount Lebanon,18,0,0,2,16,210,37,170,3,4
,Mount Oliver,36,1,1,19,15,167,52,97,18,0
,Mount Pleasant,2,0,0,0,2,71,10,60,1,0
,Mount Pleasant Township,4,0,0,1,3,28,5,21,2,1
,Mount Union,0,0,0,0,0,29,10,19,0,0
,Mountville,4,0,0,1,3,47,5,41,1,0
,Muhlenberg Township,28,0,2,11,15,748,95,618,35,3
,Muncy,0,0,0,0,0,0,0,0,0,0
,Munhall,21,0,0,6,15,215,49,149,17,0
,Murrysville,6,0,2,1,3,94,33,58,3,1
,Myerstown,14,0,0,1,13,42,0,40,2,0
,Nanticoke,33,0,3,15,15,364,91,257,16,4
,Nanty Glo,14,0,0,2,12,93,30,61,2,0
,Narberth,6,0,0,1,5,43,6,36,1,0
,Nazareth Area,27,0,2,4,21,82,11,71,0,1
,Nescopeck,0,0,0,0,0,9,9,0,0,0
,Nesquehoning,6,0,2,1,3,97,10,87,0,0
,Nether Providence Towship,25,0,2,3,20,189,32,150,7,0
,Neville Township,0,0,0,0,0,59,4,55,0,0
,New Beaver,1,0,0,0,1,6,1,5,0,0
,Newberry Township,17,0,2,4,11,341,50,271,20,1
,New Bethlehem,1,0,0,0,1,13,2,11,0,0
,New Brighton,62,0,3,9,50,412,72,337,3,0
,New Britain Township,8,0,0,1,7,83,13,68,2,0
,New Cumberland,11,1,5,4,1,125,32,92,1,1
,New Garden Township,10,2,1,2,5,175,31,137,7,0
,New Hanover Township,4,0,1,3,0,90,23,63,4,0
,New Holland,8,0,0,4,4,74,9,61,4,0
,New Hope,15,0,2,0,13,81,7,74,0,0
,New Kensington,44,1,11,17,15,463,132,319,12,7
,Newport,1,0,0,0,1,1,0,1,0,0
,Newport Township,16,0,0,0,16,9,6,3,0,0
,New Sewickley Township,16,0,1,2,13,104,36,61,7,1
,Newton Township,2,0,0,0,2,4,1,3,0,0
,Newtown,2,0,0,0,2,30,3,26,1,0
,"Newtown Township, Bucks County",15,0,2,1,12,263,30,228,5,0
,Newville,1,0,0,0,1,42,0,41,1,1
,Norristown,367,4,12,198,153,997,241,641,115,5
,Northampton,6,0,1,2,3,155,36,118,1,2
,Northampton Township,2,0,0,0,2,280,41,230,9,4
,North Belle Vernon,16,0,1,4,11,109,40,67,2,0
,North Catasauqua,3,0,0,0,3,23,1,20,2,0
,North Charleroi,1,0,0,1,0,6,0,6,0,0
,North Cornwall Township,17,0,2,2,13,207,25,178,4,1
,North Coventry Township,6,0,0,2,4,269,22,245,2,0
,"North East, Erie County",7,0,4,0,3,150,13,132,5,0
,Northeastern Regional,25,0,16,3,6,160,21,136,3,3
,Northern Berks Regional,9,0,1,2,6,253,22,223,8,0
,Northern Cambria Borough,4,0,2,0,2,86,12,73,1,1
,Northern Regional,4,0,1,0,3,277,30,242,5,1
,Northern York Regional,113,0,9,24,80,"1,105",145,928,32,16
,North Franklin Township,14,0,1,5,8,123,19,100,4,0
,North Huntingdon Township,13,1,0,6,6,336,37,287,12,2
,North Lebanon Township,13,0,1,3,9,282,41,237,4,0
,North Londonderry Township,2,0,0,1,1,104,17,87,0,1
,North Middleton Township,5,0,4,0,1,66,13,51,2,0
,North Sewickley Township,6,0,0,0,6,189,41,143,5,1
,North Strabane Township,9,1,1,2,5,152,20,129,3,1
,Northumberland,1,0,0,0,1,62,8,54,0,0
,North Union Township,0,0,0,0,0,2,1,0,1,0
,North Versailles Township,77,0,6,5,66,280,48,217,15,1
,North Wales,5,0,0,0,5,67,11,54,2,0
,Northwest Lancaster County Regional,8,0,2,3,3,173,1,169,3,0
,Norwood,12,0,0,2,10,114,24,85,5,0
,Oakmont,17,0,0,5,12,101,23,72,6,0
,O'Hara Township,0,0,0,0,0,70,18,49,3,0
,Ohio Township,0,0,0,0,0,58,1,56,1,0
,Ohioville,9,0,2,0,7,38,11,26,1,0
,Oil City,22,0,0,5,17,116,15,98,3,1
,Old Forge,3,0,0,0,3,107,33,73,1,7
,Old Lycoming Township,2,0,1,1,0,125,9,107,9,0
,Olyphant,3,0,0,0,3,34,12,20,2,0
,Orangeville Area,0,0,0,0,0,1,0,1,0,0
,Orwigsburg,2,0,0,0,2,51,8,43,0,0
,Osceola Township,0,0,0,0,0,0,0,0,0,0
,Otto Eldred Regional,0,0,0,0,0,1,0,1,0,0
,Oxford,30,0,3,3,24,110,21,85,4,0
,Paint Township,37,0,0,0,37,87,19,65,3,0
,Palmerton,11,0,2,2,7,174,10,161,3,0
,Palmer Township,12,0,1,6,5,401,42,349,10,0
,Palmyra,9,0,0,2,7,135,19,114,2,2
,Patterson Township,5,0,2,1,2,69,17,49,3,0
,Patton,1,0,0,0,1,4,1,3,0,0
,Patton Township,6,0,0,6,0,201,29,166,6,1
,Paxtang,4,0,0,2,2,75,20,52,3,0
,Pen Argyl,0,0,0,0,0,50,10,40,0,0
,Penbrook,9,0,0,3,6,67,14,47,6,1
,Penndel,12,0,0,1,11,33,4,26,3,0
,Penn Hills,141,6,16,55,64,850,282,519,49,4
,Pennridge Regional,10,0,3,0,7,104,19,82,3,0
,"Penn Township, Butler County",3,0,0,1,2,41,3,36,2,0
,"Penn Township, Perry County",0,0,0,0,0,49,11,38,0,0
,"Penn Township, Westmoreland County",14,0,0,1,13,122,26,92,4,0
,"Penn Township, York County",24,0,1,1,22,257,33,219,5,3
,Perkasie,14,0,0,1,13,210,39,168,3,0
,Perryopolis,0,0,0,0,0,36,9,26,1,1
,Peters Township,8,0,0,2,6,144,19,124,1,1
,Philadelphia,"18,268",324,833,"8,246","8,865","59,617","12,057","40,113","7,447",
,Phoenixville,37,0,2,6,29,395,33,354,8,2
,Pine Creek Township,4,0,0,0,4,14,1,12,1,0
,Pine Grove,9,0,0,0,9,16,0,16,0,0
,Pitcairn,41,0,0,12,29,164,41,114,9,1
,Pittsburgh,"2,476",44,67,"1,126","1,239","10,063","2,686","6,897",480,195
,Plainfield Township,1,0,0,0,1,57,7,47,3,0
,Plains Township,17,0,1,8,8,210,33,168,9,0
,Pleasant Hills,0,0,0,0,0,90,7,78,5,0
,Plumstead Township,6,0,2,0,4,116,7,106,3,4
,Plymouth,44,0,4,4,36,206,57,137,12,1
,"Plymouth Township, Montgomery County",27,0,4,15,8,562,68,475,19,3
,Pocono Mountain Regional,88,1,19,23,45,907,355,529,23,7
,Pocono Township,25,0,4,8,13,328,54,261,13,1
,Point Marion,5,0,0,0,5,22,3,19,0,0
,Point Township,9,0,0,0,9,46,12,33,1,1
,Polk,0,0,0,0,0,1,1,0,0,0
,Portage,7,0,1,1,5,83,37,46,0,1
,Port Allegany,2,0,0,0,2,44,7,37,0,0
,Port Carbon,1,0,0,1,0,6,0,6,0,0
,Portland,0,0,0,0,0,2,0,2,0,0
,Port Vue,7,0,0,0,7,48,12,35,1,0
,Pottstown,190,0,26,71,93,"1,066",149,870,47,12
,Pottsville,60,1,8,4,47,196,26,162,8,2
,Pringle,2,1,0,1,0,61,6,54,1,1
,Prospect Park,33,0,1,7,25,178,25,145,8,0
,"Pulaski Township, Lawrence County",4,0,0,1,3,37,5,28,4,0
,Punxsutawney,18,0,1,1,16,103,25,78,0,0
,Pymatuning Township,5,0,0,0,5,145,38,101,6,0
,Quakertown,40,1,5,3,31,308,44,256,8,4
,Quarryville,13,0,4,0,9,60,10,48,2,0
,Radnor Township,15,0,0,4,11,379,62,309,8,0
,Reading,758,13,22,377,346,"3,301","1,380","1,501",420,32
,Reilly Township,0,0,0,0,0,10,1,9,0,0
,Resa Regional,2,0,0,0,2,15,4,11,0,0
,Reserve Township,1,0,0,1,0,34,10,24,0,0
,Reynoldsville,1,0,0,1,0,20,5,15,0,0
,Rice Township,0,0,0,0,0,8,4,4,0,0
,"Richland Township, Bucks County",6,1,1,2,2,285,22,260,3,0
,"Richland Township, Cambria County",9,0,0,3,6,681,43,632,6,0
,Ridgway,4,0,0,0,4,127,26,98,3,0
,Ridley Park,10,0,0,1,9,79,10,66,3,0
,Ridley Township,53,1,1,24,27,557,71,457,29,4
,Ringtown,0,0,0,0,0,3,0,3,0,0
,Riverside,1,0,0,0,1,23,1,21,1,0
,Roaring Spring,1,0,1,0,0,65,8,56,1,0
,Robeson Township,4,0,1,0,3,86,26,54,6,0
,"Robinson Township, Allegheny County",29,0,1,8,20,387,30,348,9,0
,"Robinson Township, Washington County",4,0,2,0,2,35,17,18,0,0
,Rochester,32,1,3,6,22,305,66,231,8,0
,Rochester Township,1,0,0,0,1,60,12,47,1,0
,Rockledge,12,0,0,1,11,48,20,26,2,0
,Roseto,2,0,0,0,2,28,1,23,4,0
,Rosslyn Farms,0,0,0,0,0,0,0,0,0,0
,Ross Township,30,0,0,12,18,668,75,583,10,1
,Rostraver Township,13,0,2,6,5,392,42,344,6,3
,Royalton,0,0,0,0,0,2,0,2,0,0
,Royersford,7,0,1,0,6,89,11,76,2,0
,Rural Valley,0,0,0,0,0,1,0,1,0,0
,Ryan Township,0,0,0,0,0,3,1,2,0,0
,"Sadsbury Township, Chester County",4,0,0,0,4,8,4,4,0,0
,"Salem Township, Luzerne County",7,0,0,1,6,52,15,36,1,0
,Salisbury Township,6,0,1,4,1,296,48,236,12,3
,Saltsburg,0,0,0,0,0,9,1,8,0,0
,Sandy Township,20,0,1,1,18,292,52,237,3,0
,Sankertown,0,0,0,0,0,2,1,1,0,0
,Saxton,0,0,0,0,0,0,0,0,0,0
,Sayre,5,0,1,0,4,188,38,149,1,0
,"Schuylkill Township, Chester County",14,0,0,0,14,123,12,108,3,0
,Scottdale,18,0,1,1,16,92,13,78,1,1
,"Scott Township, Allegheny County",16,0,1,5,10,222,29,187,6,3
,"Scott Township, Columbia County",1,0,1,0,0,63,5,57,1,0
,"Scott Township, Lackawanna County",4,0,0,0,4,18,5,11,2,0
,Scranton,226,3,34,95,94,"2,556",620,"1,810",126,12
,Selinsgrove,66,0,6,2,58,249,49,193,7,1
,Seward,0,0,0,0,0,2,2,0,0,0
,Sewickley,10,0,1,0,9,61,7,49,5,0
,Sewickley Heights,0,0,0,0,0,3,0,3,0,0
,Shaler Township,13,3,1,2,7,323,71,252,0,1
,Shamokin,3,0,0,1,2,61,11,48,2,1
,Sharon,85,0,9,38,38,576,214,335,27,4
,Sharon Hill,65,0,6,14,45,237,30,197,10,0
,Sharpsburg,17,0,0,4,13,75,22,51,2,0
,Sharpsville,32,0,0,0,32,74,0,73,1,0
,Shenandoah,24,1,2,7,14,151,45,104,2,6
,"Shenango Township, Lawrence County",13,0,2,6,5,213,49,154,10,2
,Shillington,2,0,0,2,0,92,14,75,3,0
,Shinglehouse,1,0,1,0,0,3,0,3,0,0
,Shippensburg,0,0,0,0,0,90,15,74,1,1
,Shohola Township,0,0,0,0,0,33,13,18,2,0
,Silver Lake Township,0,0,0,0,0,10,5,5,0,0
,Silver Spring Township,6,0,2,1,3,188,9,173,6,1
,Sinking Spring,1,0,0,1,0,75,15,54,6,1
,Slatington,4,0,0,0,4,83,11,70,2,1
,Slippery Rock,2,0,1,0,1,47,6,39,2,0
,Smithfield,0,0,0,0,0,0,0,0,0,0
,Smithton Borough,0,0,0,0,0,2,2,0,0,0
,Smith Township,0,0,0,0,0,0,0,0,0,0
,Solebury Township,4,0,0,1,3,64,14,50,0,0
,Somerset,25,0,2,7,16,179,35,136,8,2
,Souderton,19,1,3,2,13,62,12,49,1,0
,South Abington Township,0,0,0,0,0,92,13,75,4,0
,South Centre Township,2,0,0,0,2,31,6,25,0,0
,South Coatesville,9,0,2,1,6,11,1,7,3,0
,South Connellsville Borough,1,0,1,0,0,10,3,7,0,0
,Southern Regional York County,10,0,5,2,3,192,24,163,5,0
,South Fayette Township,11,0,0,4,7,92,19,73,0,1
,South Fork,1,0,0,0,1,3,0,3,0,0
,South Greensburg,5,0,1,0,4,41,6,34,1,0
,South Heidelberg Township,9,0,0,0,9,60,8,50,2,0
,South Heights,0,0,0,0,0,0,0,0,0,0
,South Lebanon Township,2,0,0,0,2,78,19,59,0,2
,South Londonderry Township,4,0,1,2,1,71,19,52,0,0
,South Park Township,3,0,1,0,2,53,23,29,1,0
,South Pymatuning Township,3,0,1,0,2,23,8,14,1,0
,South Strabane Township,19,0,8,10,1,472,25,441,6,0
,Southwestern Regional,12,2,3,0,7,152,40,104,8,0
,Southwest Greensburg,8,0,0,0,8,65,12,52,1,0
,Southwest Mercer County Regional,44,1,2,15,26,216,51,153,12,3
,Southwest Regional,4,1,1,0,2,21,4,17,0,0
,South Whitehall Township,20,1,1,7,11,768,66,694,8,9
,South Williamsport,29,0,2,3,24,121,9,107,5,0
,Springdale,6,0,0,0,6,21,3,17,1,0
,Springettsbury Township,45,0,1,20,24,953,49,881,23,2
,"Springfield Township, Delaware County",15,0,2,11,2,779,76,693,10,0
,"Springfield Township, Montgomery County",36,0,2,6,28,184,28,154,2,0
,Spring Garden Township,37,0,3,18,16,458,45,388,25,0
,"Spring Township, Berks County",6,1,1,1,3,283,38,228,17,2
,"Spring Township, Centre County",4,0,1,0,3,29,1,26,2,0
,"Spring Township, Snyder County",1,0,0,0,1,6,2,4,0,0
,State College,57,0,12,11,34,893,130,741,22,10
,Steelton,27,1,5,14,7,256,59,186,11,2
,Stewartstown,2,0,0,2,0,46,7,37,2,0
,St. Marys City,15,0,5,3,7,227,31,195,1,1
,Stowe Township,22,0,0,7,15,241,50,186,5,1
,Strasburg,1,0,0,0,1,26,7,19,0,0
,Stroud Area Regional,106,2,15,53,36,"1,543",145,"1,362",36,7
,Sugarcreek,2,0,0,0,2,50,5,43,2,0
,"Sugarloaf Township, Luzerne County",1,0,0,0,1,0,0,0,0,0
,Sugar Notch,0,0,0,0,0,3,2,1,0,0
,Summerhill Township,2,0,0,2,0,39,9,28,2,0
,Summit Hill,2,0,0,0,2,5,3,2,0,1
,Summit Township,0,0,0,0,0,7,0,7,0,0
,Sunbury,106,0,7,4,95,345,64,261,20,6
,Susquehanna Depot,3,0,0,0,3,16,2,12,2,0
,Susquehanna Regional,5,0,0,0,5,99,15,83,1,3
,"Susquehanna Township, Dauphin County",45,0,7,16,22,428,89,324,15,2
,Sutersville,0,0,0,0,0,0,0,0,0,0
,Swatara Township,160,3,0,24,133,796,110,670,16,6
,Swissvale,77,0,0,14,63,218,53,155,10,2
,Swoyersville,5,0,0,0,5,104,26,72,6,1
,Sykesville,0,0,0,0,0,0,0,0,0,0
,Tamaqua,17,0,7,7,3,219,43,166,10,0
,Tarentum,24,0,1,2,21,129,16,109,4,0
,Tatamy,0,0,0,0,0,6,0,6,0,0
,Taylor,32,1,2,2,27,183,19,153,11,0
,Telford,15,0,3,2,10,68,8,59,1,0
,Throop,10,0,0,0,10,57,18,36,3,1
,Tiadaghton Valley Regional,18,0,2,0,16,122,16,105,1,0
,Tidioute,1,0,0,0,1,7,2,5,0,0
,"Tinicum Township, Bucks County",3,0,0,1,2,29,7,22,0,0
,"Tinicum Township, Delaware County",26,0,2,4,20,214,20,184,10,0
,Tioga,1,0,0,0,1,3,0,3,0,0
,Titusville,6,0,1,4,1,183,30,148,5,0
,Towamencin Township,22,1,0,1,20,173,24,149,0,3
,Towanda,5,0,2,0,3,82,13,66,3,0
,Trafford,13,0,1,0,12,52,19,33,0,0
,Tredyffrin Township,12,0,1,2,9,264,57,192,15,1
,Tulpehocken Township,0,0,0,0,0,16,5,10,1,0
,"Tunkhannock Township, Wyoming County",2,0,0,0,2,71,10,58,3,0
,Turtle Creek,24,0,0,1,23,11,2,9,0,0
,Tyrone,25,0,4,3,18,162,21,135,6,2
,Union City,4,0,3,1,0,92,25,67,0,0
,Uniontown,54,0,7,27,20,518,104,391,23,0
,"Union Township, Lawerence County",10,0,0,3,7,221,11,210,0,0
,"Union Township, Schuykill County",0,0,0,0,0,0,0,0,0,0
,Upland,101,1,2,9,89,143,41,89,13,0
,Upper Allen Township,3,0,2,1,0,210,28,176,6,1
,Upper Burrell Township,0,0,0,0,0,40,6,34,0,0
,Upper Chichester Township,47,1,5,14,27,519,81,412,26,13
,Upper Darby Township,423,3,20,240,160,"2,233",347,"1,744",142,4
,Upper Dublin Township,25,0,7,3,15,245,33,205,7,2
,Upper Gwynedd Township,11,0,0,0,11,124,15,105,4,1
,Upper Leacock Township,4,0,0,4,0,103,34,67,2,0
,Upper Makefield Township,4,0,0,0,4,58,22,35,1,0
,Upper Merion Township,24,3,0,13,8,"1,421",64,"1,328",29,1
,Upper Moreland Township,11,0,2,8,1,493,43,431,19,1
,Upper Perkiomen,6,0,2,0,4,133,22,108,3,0
,Upper Pottsgrove Township,7,0,0,1,6,63,15,48,0,0
,"Upper Providence Township, Montgomery County",8,0,2,2,4,298,30,263,5,0
,Upper Saucon Township,7,0,4,0,3,203,28,175,0,1
,Upper Southampton Township,8,0,0,2,6,161,32,123,6,0
,Upper St. Clair Township,4,0,0,1,3,95,5,90,0,0
,Upper Uwchlan Township,2,0,1,0,1,37,8,29,0,1
,Upper Yoder Township,13,0,0,2,11,13,0,13,0,0
,Uwchlan Township,18,1,4,2,11,169,31,135,3,0
,Valley Township,44,0,0,2,42,137,29,103,5,0
,Vandergrift,29,0,3,4,22,15,5,9,1,0
,Vandling,0,0,0,0,0,2,0,1,1,0
,Vernon Township,1,0,0,0,1,99,6,93,0,0
,Verona,6,0,1,0,5,95,13,81,1,0
,Versailles,8,0,0,0,8,28,7,21,0,0
,Vintondale,0,0,0,0,0,0,0,0,0,0
,Walnutport,1,0,0,0,1,19,3,15,1,0
,Wampum,0,0,0,0,0,8,1,7,0,0
,Warminster Township,30,1,5,16,8,584,70,501,13,3
,Warren,41,0,5,0,36,260,36,220,4,0
,Warrington Township,25,2,3,3,17,223,28,189,6,1
,"Warwick Township, Bucks County",12,0,0,1,11,103,14,87,2,2
,"Washington, Washington County",91,0,17,30,44,596,155,406,35,5
,"Washington Township, Fayette County",10,0,0,0,10,62,12,49,1,1
,"Washington Township, Franklin County",12,0,4,3,5,257,46,201,10,0
,"Washington Township, Northampton County",2,0,1,1,0,55,9,43,3,1
,"Washington Township, Westmoreland County",12,2,0,1,9,45,10,34,1,1
,Watsontown,6,0,1,0,5,66,12,51,3,2
,Waymart,0,0,0,0,0,10,2,8,0,0
,Waynesboro,22,1,1,11,9,177,35,137,5,1
,Waynesburg,12,0,0,0,12,79,22,55,2,1
,Weatherly,19,0,1,0,18,93,32,59,2,0
,Wellsboro,1,0,1,0,0,40,3,36,1,0
,West Brandywine Township,13,0,1,0,12,98,19,72,7,0
,West Carroll Township,1,0,1,0,0,5,0,5,0,0
,West Chester,98,1,12,53,32,495,95,377,23,0
,West Cocalico Township,4,0,0,0,4,67,22,41,4,2
,West Cornwall Township,0,0,0,0,0,3,1,2,0,0
,West Deer Township,5,0,1,0,4,128,33,86,9,0
,West Earl Township,11,0,2,0,9,56,9,40,7,0
,Western Berks Regional,4,0,0,1,3,55,9,46,0,0
,West Fallowfield Township,1,0,0,0,1,37,7,30,0,0
,West Goshen Township,24,0,2,5,17,390,37,344,9,1
,West Hazleton,25,0,1,7,17,195,45,141,9,0
,West Hempfield Township,16,1,1,7,7,276,54,218,4,1
,West Hills Regional,2,0,0,0,2,98,30,66,2,1
,West Homestead,17,1,2,5,9,53,13,40,0,0
,West Lampeter Township,8,0,1,3,4,181,32,142,7,1
,West Lebanon Township,4,0,0,2,2,86,11,74,1,0
,West Mahanoy Township,0,0,0,0,0,12,2,10,0,0
,West Manchester Township,31,0,0,16,15,620,57,553,10,0
,West Manheim Township,2,0,0,1,1,70,21,48,1,0
,West Mayfield Borough,2,0,2,0,0,15,5,9,1,0
,West Mead Township,0,0,0,0,0,15,5,10,0,0
,West Mifflin,45,0,4,20,21,601,95,488,18,1
,West Newton,6,0,0,0,6,82,22,59,1,0
,West Norriton Township,27,0,1,4,22,274,38,221,15,0
,West Nottingham Township,1,0,0,0,1,9,3,6,0,0
,West Pike Run,0,0,0,0,0,13,0,13,0,0
,West Pittston,8,0,0,2,6,159,19,137,3,0
,West Pottsgrove Township,11,0,2,5,4,148,21,121,6,1
,West Reading,19,0,0,4,15,218,24,185,9,0
,West Sadsbury Township,1,0,0,0,1,81,0,76,5,0
,West Salem Township,1,0,0,0,1,42,12,28,2,0
,West Shore Regional,5,0,2,2,1,82,19,56,7,0
,Westtown-East Goshen Regional,13,0,1,3,9,354,34,307,13,5
,West View,15,0,1,2,12,169,18,143,8,1
,West Vincent Township,1,0,0,0,1,30,14,16,0,2
,West Whiteland Township,10,0,1,5,4,487,34,443,10,2
,West York,14,0,3,2,9,71,6,63,2,0
,Whitaker Borough,2,0,0,0,2,33,7,21,5,0
,Whitehall,13,0,0,2,11,64,11,50,3,0
,Whitehall Township,35,0,3,22,10,"1,456",108,"1,294",54,2
,White Haven Borough,1,0,1,0,0,6,0,4,2,0
,Whitemarsh Township,11,0,0,6,5,211,34,169,8,0
,White Oak,3,0,0,1,2,76,12,59,5,0
,White Township,3,0,0,1,2,34,10,20,4,0
,Whitpain Township,18,0,1,3,14,261,32,224,5,1
,Wiconisco Township,0,0,0,0,0,3,0,3,0,0
,Wilkes-Barre,213,2,12,129,70,"1,483",317,"1,080",86,4
,Wilkes-Barre Township,15,0,0,10,5,651,16,622,13,3
,Williamsburg,0,0,0,0,0,14,0,13,1,0
,Williamsport,100,1,8,56,35,"1,254",222,982,50,8
,Willistown Township,9,0,0,1,8,89,8,80,1,0
,Wind Gap,5,0,3,0,2,52,0,48,4,0
,Womelsdorf,9,0,1,0,8,32,6,13,13,2
,Woodward Township,0,0,0,0,0,85,4,81,0,0
,Wrightsville,17,0,3,4,10,43,2,39,2,0
,Wright Township,2,0,0,0,2,93,5,86,2,0
,Wyoming,4,0,0,1,3,82,11,68,3,2
,Wyomissing,12,0,1,4,7,537,35,497,5,0
,Yeadon,70,0,3,45,22,390,99,254,37,2
,York,721,16,60,333,312,"1,731",429,"1,147",155,26
,York Area Regional,82,0,5,14,63,653,115,510,28,3
,Zelienople,9,0,0,0,9,67,6,61,0,0
,Zerbe Township,0,0,0,0,0,4,1,3,0,0
RHODE ISLAND,Barrington,8,0,1,0,7,181,41,137,3,2
,Bristol,12,0,2,1,9,311,57,252,2,3
,Burrillville,10,0,2,0,8,178,36,124,18,3
,Central Falls,119,0,16,29,74,617,194,346,77,8
,Charlestown,9,0,1,1,7,92,26,64,2,0
,Coventry,22,0,8,1,13,707,130,553,24,11
,Cranston,104,1,18,30,55,"2,043",461,"1,423",159,14
,Cumberland,34,0,9,6,19,553,141,387,25,8
,East Greenwich,5,0,0,1,4,131,33,95,3,2
,East Providence,64,1,21,8,34,846,172,607,67,8
,Foster,2,0,0,1,1,39,21,18,0,0
,Glocester,3,0,1,0,2,54,13,36,5,1
,Hopkinton,9,0,1,0,8,85,27,51,7,1
,Jamestown,2,0,0,0,2,125,14,107,4,1
,Johnston,38,0,6,9,23,589,150,389,50,8
,Lincoln,15,0,0,3,12,606,66,495,45,2
,Little Compton,1,0,0,0,1,35,8,26,1,0
,Middletown,9,1,2,1,5,262,52,203,7,2
,Narragansett,12,0,2,2,8,293,60,220,13,2
,Newport,111,0,11,19,81,"1,087",217,837,33,13
,New Shoreham,1,0,0,0,1,43,7,36,0,0
,North Kingstown,20,0,5,3,12,440,88,341,11,3
,North Providence,51,0,8,8,35,643,175,422,46,6
,North Smithfield,4,0,0,1,3,161,33,120,8,1
,Pawtucket,275,1,34,100,140,"2,311",741,"1,302",268,14
,Portsmouth,11,0,2,0,9,293,54,226,13,1
,Richmond,4,0,0,1,3,108,22,83,3,0
,Scituate,3,1,0,0,2,101,35,62,4,1
,Smithfield,19,0,1,3,15,279,43,228,8,5
,South Kingstown,25,0,5,4,16,370,99,262,9,2
,Tiverton,14,0,5,4,5,340,83,235,22,1
,Warren,18,0,3,2,13,250,54,192,4,0
,Warwick,84,0,24,18,42,"2,194",366,"1,734",94,12
,Westerly,18,0,4,2,12,416,85,320,11,0
,West Greenwich,4,0,0,1,3,81,15,55,11,2
,West Warwick,73,0,14,12,47,641,184,421,36,5
,Woonsocket,174,0,22,53,99,"1,330",415,833,82,16
SOUTH CAROLINA,Abbeville,71,0,6,1,64,147,31,108,8,1
,Aiken,116,2,12,36,66,"1,287",171,"1,067",49,4
,Allendale,80,0,1,4,75,115,71,40,4,0
,Anderson,209,3,9,50,147,"2,028",481,"1,405",142,11
,Andrews,12,0,2,3,7,196,50,137,9,0
,Aynor,1,0,0,1,0,32,6,25,1,1
,Bamberg,13,0,0,2,11,164,41,113,10,1
,Barnwell,37,0,0,18,19,409,134,270,5,2
,Batesburg-Leesville,61,0,3,11,47,321,78,233,10,2
,Beaufort,177,2,7,45,123,769,132,618,19,2
,Belton,14,0,1,2,11,157,30,118,9,2
,Bennettsville,129,3,4,14,108,592,109,471,12,4
,Bishopville,21,0,1,4,16,180,38,129,13,2
,Blacksburg,23,0,0,0,23,119,28,81,10,1
,Blackville,20,0,0,5,15,116,39,73,4,0
,Bluffton,26,0,0,4,22,390,60,314,16,0
,Burnettown,8,0,1,0,7,45,10,34,1,1
,Calhoun Falls,8,0,0,1,7,34,8,23,3,1
,Camden,73,0,0,15,58,467,152,289,26,1
,Cayce,129,0,2,28,99,716,169,479,68,2
,Central,11,0,0,2,9,288,40,234,14,1
,Chapin,3,0,0,2,1,43,9,33,1,0
,Charleston,398,11,30,162,195,"3,754",527,"2,957",270,6
,Cheraw,53,0,2,12,39,385,75,301,9,0
,Chesnee,7,0,1,0,6,81,21,58,2,0
,Chester,92,0,1,14,77,272,64,191,17,3
,Chesterfield,9,0,0,1,8,52,7,45,0,0
