Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2018",,,,,,,,,,,
State,City,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
,Shenandoah,46,0,2,4,40,56,20,35,1,1
,"Shenango Township, Lawrence County",6,0,0,2,4,68,17,49,2,0
,"Shenango Township, Mercer County",12,0,3,1,8,28,5,23,0,0
,Shillington,4,0,1,0,3,72,11,58,3,0
,Shinglehouse,5,0,0,0,5,0,0,0,0,0
,Shippensburg,1,0,0,1,0,46,5,37,4,1
,Shippingport,0,0,0,0,0,0,0,0,0,0
,Shiremanstown,1,0,0,0,1,1,1,0,0,0
,Shohola Township,0,0,0,0,0,12,4,8,0,0
,Silver Lake Township,0,0,0,0,0,5,0,4,1,0
,Silver Spring Township,3,0,2,1,0,67,2,64,1,0
,Sinking Spring,3,0,0,2,1,45,8,33,4,0
,Slate Belt Regional,35,0,8,0,27,99,9,86,4,1
,Slatington,2,0,0,2,0,56,7,49,0,0
,Slippery Rock,2,0,0,0,2,33,3,30,0,0
,Smethport,3,0,1,0,2,7,0,7,0,0
,Smithton Borough,0,0,0,0,0,2,1,1,0,0
,Smith Township,14,0,0,0,14,25,7,13,5,0
,Solebury Township,3,0,0,0,3,30,2,26,2,1
,Somerset,16,0,2,2,12,99,15,80,4,13
,Souderton,17,0,2,1,14,51,13,35,3,0
,South Abington Township,9,0,0,0,9,67,9,55,3,0
,South Annville Township,0,0,0,0,0,20,2,18,0,0
,South Beaver Township,4,0,0,0,4,5,1,4,0,0
,South Buffalo Township,0,0,0,0,0,5,1,3,1,0
,South Centre Township,5,0,0,0,5,6,0,6,0,0
,South Coatesville,18,0,0,0,18,29,7,21,1,0
,South Connellsville Borough,0,0,0,0,0,0,0,0,0,0
,Southern Chester County Regional,16,0,3,3,10,71,17,47,7,0
,Southern Regional York County,15,0,4,2,9,93,13,79,1,2
,South Fayette Township,2,0,0,1,1,59,6,52,1,0
,South Fork,0,0,0,0,0,0,0,0,0,0
,South Greensburg,1,0,0,0,1,34,4,30,0,0
,South Heidelberg Township,2,0,0,0,2,14,0,13,1,0
,South Heights,0,0,0,0,0,0,0,0,0,0
,South Lebanon Township,3,0,0,0,3,62,5,57,0,1
,South Londonderry Township,1,0,0,1,0,36,7,29,0,1
,South Park Township,3,0,0,0,3,23,5,17,1,1
,South Strabane Township,19,0,2,7,10,355,5,342,8,0
,Southwestern Regional,23,0,9,0,14,90,11,72,7,0
,Southwest Greensburg,6,0,0,1,5,18,2,14,2,0
,"Southwest Regional, Washington County",2,0,0,0,2,7,2,3,2,0
,South Whitehall Township,13,1,1,8,3,483,46,417,20,0
,South Williamsport,8,0,2,2,4,40,8,32,0,0
,Spring City,5,0,2,1,2,48,7,33,8,2
,Springdale,8,0,4,0,4,30,2,27,1,0
,Springdale Township,1,1,0,0,0,6,0,6,0,0
,Springettsbury Township,43,0,5,9,29,845,29,795,21,1
,"Springfield Township, Bucks County",6,0,0,0,6,35,9,26,0,0
,"Springfield Township, Delaware County",13,0,4,3,6,507,27,469,11,0
,"Springfield Township, Montgomery County",24,0,0,5,19,193,11,174,8,0
,Spring Garden Township,51,0,2,6,43,339,40,284,15,0
,"Spring Township, Berks County",21,1,0,6,14,273,19,249,5,0
,"Spring Township, Centre County",3,0,0,0,3,16,2,14,0,0
,State College,20,0,1,5,14,448,32,411,5,5
,St. Clair Boro,3,0,0,1,2,55,0,55,0,0
,St. Clair Township,0,0,0,0,0,1,1,0,0,0
,Steelton,39,1,5,5,28,133,11,101,21,2
,St. Marys City,13,0,3,2,8,138,14,121,3,1
,Stockertown,2,0,0,0,2,1,0,1,0,0
,Stoneboro,0,0,0,0,0,2,1,1,0,2
,Stowe Township,27,4,0,0,23,124,22,93,9,0
,Strasburg,4,0,2,1,1,25,7,16,2,0
,Stroud Area Regional,66,3,13,12,38,944,66,851,27,0
,Sugarcreek,3,0,1,0,2,27,6,20,1,0
,"Sugarloaf Township, Luzerne County",1,0,0,0,1,41,3,37,1,0
,Sugar Notch,5,0,0,0,5,6,3,3,0,0
,Summerhill Township,1,0,0,0,1,18,3,15,0,0
,Summit Hill,5,0,0,0,5,3,1,0,2,0
,Summit Township,0,0,0,0,0,0,0,0,0,0
,Sunbury,90,0,1,8,81,87,16,67,4,0
,Susquehanna,3,0,0,0,3,17,2,13,2,0
,Susquehanna Regional,18,0,4,1,13,58,10,45,3,0
,"Susquehanna Township, Dauphin County",46,0,6,9,31,296,39,236,21,0
,Swarthmore,4,0,0,0,4,33,8,23,2,0
,Swatara Township,94,3,9,21,61,866,46,808,12,2
,Sweden Township,0,0,0,0,0,0,0,0,0,0
,Swissvale,21,0,0,9,12,143,22,111,10,2
,Swoyersville,3,1,0,0,2,14,2,12,0,0
,Sykesville,0,0,0,0,0,0,0,0,0,0
,Tamaqua,12,0,1,4,7,120,5,112,3,1
,Tarentum,13,0,0,0,13,46,10,33,3,0
,Tatamy,0,0,0,0,0,1,0,1,0,0
,Taylor,38,1,1,4,32,135,20,105,10,0
,Telford,9,0,1,1,7,40,4,32,4,0
,Terre Hill,1,0,1,0,0,13,2,11,0,0
,Throop,15,0,0,1,14,33,8,21,4,0
,Tiadaghton Valley Regional,15,0,2,0,13,31,2,29,0,0
,Tilden Township,1,0,1,0,0,42,0,42,0,0
,"Tinicum Township, Bucks County",4,0,1,0,3,15,4,11,0,0
,"Tinicum Township, Delaware County",21,2,3,0,16,98,2,84,12,0
,Tioga,3,0,0,0,3,1,0,1,0,0
,Titusville,7,0,2,1,4,107,6,94,7,0
,Towamencin Township,12,0,1,1,10,45,3,42,0,12
,Towanda,14,0,0,0,14,82,8,70,4,1
,Tower City,0,0,0,0,0,2,0,1,1,0
,Trafford,14,0,0,0,14,37,5,30,2,0
,Trainer,10,1,0,2,7,52,8,38,6,0
,Tredyffrin Township,12,0,1,2,9,238,14,220,4,0
,Tremont,5,0,0,0,5,11,2,6,3,0
,Troy,1,0,1,0,0,22,1,21,0,0
,Tullytown,8,0,0,1,7,110,3,107,0,0
,Tulpehocken Township,0,0,0,0,0,9,1,6,2,0
,Tunkhannock,2,0,1,0,1,5,3,2,0,0
,"Tunkhannock Township, Wyoming County",3,0,1,0,2,45,7,34,4,1
,Turtle Creek,2,0,0,1,1,12,2,10,0,1
,Tyrone,18,0,2,0,16,74,8,66,0,0
,Union City,1,0,1,0,0,42,4,38,0,0
,Uniontown,136,1,2,22,111,455,72,369,14,18
,"Union Township, Lawrence County",16,0,1,5,10,289,33,256,0,0
,"Union Township, Schuylkill County",0,0,0,0,0,0,0,0,0,0
,Upland,59,3,4,3,49,104,16,71,17,0
,Upper Allen Township,7,0,5,1,1,68,10,58,0,0
,Upper Burrell Township,0,0,0,0,0,11,3,8,0,0
,Upper Chichester Township,43,0,2,13,28,303,23,267,13,0
,Upper Darby Township,439,4,9,186,240,873,133,534,206,1
,Upper Gwynedd Township,9,1,0,0,8,52,4,48,0,0
,Upper Leacock Township,7,0,3,4,0,71,9,60,2,1
,Upper Macungie Township,7,0,1,3,3,164,19,134,11,1
,Upper Makefield Township,5,0,0,1,4,30,8,22,0,0
,Upper Merion Township,23,0,4,10,9,"1,105",30,"1,056",19,5
,Upper Moreland Township,22,0,3,9,10,419,29,373,17,1
,Upper Nazareth Township,6,0,0,0,6,41,2,37,2,0
,Upper Perkiomen,1,0,0,0,1,27,0,26,1,0
,Upper Pottsgrove Township,13,0,0,2,11,46,5,39,2,0
,"Upper Providence Township, Delaware County",4,0,0,1,3,18,3,15,0,0
,"Upper Providence Township, Montgomery County",11,0,4,0,7,250,16,229,5,1
,Upper Saucon Township,2,0,0,0,2,79,15,64,0,0
,Upper Southampton Township,6,0,1,1,4,87,18,68,1,0
,Upper St. Clair Township,8,0,0,1,7,119,4,114,1,0
,Upper Uwchlan Township,0,0,0,0,0,56,1,53,2,0
,Upper Yoder Township,2,0,0,0,2,4,1,3,0,0
,Uwchlan Township,16,0,1,1,14,111,15,95,1,0
,Valley Township,20,0,1,1,18,64,15,48,1,0
,Vandergrift,16,1,0,1,14,5,2,3,0,1
,Vandling,3,0,0,0,3,5,1,2,2,0
,Vernon Township,2,0,0,0,2,64,1,63,0,0
,Verona,5,0,0,2,3,83,3,78,2,0
,Versailles,14,0,0,0,14,27,4,20,3,0
,Vintondale,0,0,0,0,0,0,0,0,0,0
,Walker Township,1,0,0,0,1,0,0,0,0,0
,Walnutport,0,0,0,0,0,0,0,0,0,0
,Wampum,0,0,0,0,0,3,3,0,0,0
,Warminster Township,25,1,8,11,5,282,18,258,6,0
,Warren,58,0,4,2,52,190,20,168,2,3
,Warrington Township,18,0,0,5,13,158,7,147,4,0
,"Warwick Township, Bucks County",12,0,1,0,11,54,4,50,0,0
,"Washington Township, Fayette County",7,0,2,0,5,22,4,17,1,0
,"Washington Township, Franklin County",12,0,3,5,4,214,20,190,4,1
,"Washington Township, Northampton County",4,0,0,0,4,40,5,34,1,0
,"Washington Township, Westmoreland County",9,0,0,1,8,38,7,30,1,2
,"Washington, Washington County",101,1,17,32,51,418,70,298,50,0
,Watsontown,9,0,2,0,7,30,6,24,0,0
,Waverly Township,1,0,0,0,1,3,2,1,0,0
,Waymart,0,0,0,0,0,5,0,5,0,0
,Waynesboro,13,0,4,3,6,189,27,155,7,3
,Waynesburg,14,0,3,3,8,79,7,67,5,0
,Wayne Township,0,0,0,0,0,3,1,2,0,0
,Weatherly,47,0,1,0,46,45,13,32,0,0
,Weissport,0,0,0,0,0,1,1,0,0,0
,Wellsboro,6,0,1,0,5,13,1,12,0,0
,Wesleyville,4,0,2,1,1,87,10,73,4,1
,West Brandywine Township,11,0,1,2,8,59,15,39,5,0
,West Brownsville,1,0,0,1,0,41,0,41,0,0
,West Caln Township,41,1,2,0,38,48,12,29,7,0
,West Carroll Township,4,0,0,0,4,4,2,2,0,0
,West Chester,37,1,7,11,18,309,46,244,19,0
,West Cocalico Township,7,0,1,0,6,20,7,10,3,1
,West Conshohocken,1,0,0,0,1,12,2,9,1,0
,West Cornwall Township,2,0,0,0,2,0,0,0,0,0
,West Deer Township,1,0,0,0,1,48,4,41,3,0
,West Earl Township,3,0,0,3,0,56,11,40,5,0
,Western Berks Regional,6,0,0,2,4,19,10,8,1,0
,West Fallowfield Township,1,1,0,0,0,17,0,17,0,0
,West Goshen Township,34,1,5,4,24,223,11,207,5,0
,West Hazleton,21,0,1,1,19,90,13,70,7,0
,West Hempfield Township,18,1,2,8,7,143,11,131,1,0
,West Hills Regional,6,0,0,2,4,82,10,72,0,0
,West Homestead,4,1,0,1,2,16,1,15,0,0
,West Lampeter Township,9,0,0,1,8,93,13,73,7,0
,West Lebanon Township,0,0,0,0,0,44,2,42,0,0
,West Leechburg,0,0,0,0,0,0,0,0,0,0
,West Mahanoy Township,2,0,0,0,2,8,1,6,1,0
,West Manchester Township,27,0,4,3,20,551,39,489,23,0
,West Manheim Township,3,0,0,0,3,73,8,62,3,0
,West Mead Township,9,0,0,0,9,38,5,32,1,0
,West Mifflin,29,0,1,2,26,93,4,88,1,0
,West Newton,10,0,2,1,7,27,6,19,2,0
,West Norriton Township,32,0,2,8,22,259,20,233,6,0
,West Nottingham Township,0,0,0,0,0,0,0,0,0,0
,West Penn Township,1,0,0,0,1,10,3,7,0,0
,West Pikeland Township,6,0,0,0,6,14,3,10,1,0
,West Pike Run,0,0,0,0,0,2,2,0,0,0
,West Pittston,8,0,1,1,6,47,4,42,1,0
,West Pottsgrove Township,5,0,1,2,2,118,16,97,5,0
,West Reading,20,0,0,3,17,117,13,103,1,0
,West Sadsbury Township,2,0,0,0,2,102,0,99,3,0
,West Salem Township,10,0,1,0,9,26,5,20,1,1
,West Shore Regional,12,0,0,7,5,45,10,31,4,0
,Westtown-East Goshen Regional,40,2,4,2,32,192,9,174,9,0
,West View,4,0,0,0,4,110,7,101,2,0
,West Vincent Township,1,0,0,0,1,28,8,20,0,0
,West Whiteland Township,12,0,3,7,2,431,23,405,3,0
,West Wyoming,3,0,1,0,2,7,2,5,0,0
,West York,14,0,4,0,10,145,23,112,10,0
,Whitaker Borough,1,0,0,0,1,12,3,9,0,0
,Whitehall,9,0,0,1,8,41,11,26,4,0
,Whitehall Township,21,0,1,9,11,898,57,818,23,5
,White Haven Borough,2,0,0,0,2,20,5,14,1,0
,Whitemarsh Township,9,1,0,5,3,134,14,115,5,0
,White Oak,7,0,0,3,4,47,6,36,5,0
,Whitpain Township,6,0,0,0,6,165,6,155,4,1
,Wiconisco Township,0,0,0,0,0,3,1,2,0,0
,Wilkes-Barre,210,4,30,85,91,965,204,707,54,5
,Wilkes-Barre Township,8,1,0,5,2,505,16,484,5,0
,Wilkins Township,1,0,0,1,0,92,6,77,9,0
,Williamsburg,4,0,0,0,4,7,0,7,0,0
,Williamsport,71,1,11,12,47,646,84,543,19,6
,Willistown Township,3,0,0,1,2,29,3,24,2,0
,Windber,25,0,1,0,24,25,3,18,4,0
,Womelsdorf,2,0,0,0,2,15,2,11,2,0
,Woodward Township,0,0,0,0,0,0,0,0,0,0
,Worthington,0,0,0,0,0,2,0,2,0,0
,Wright Township,0,0,0,0,0,29,3,25,1,0
,Wyoming,11,0,1,1,9,60,6,54,0,1
,Wyomissing,13,0,1,3,9,259,14,242,3,0
,Yardley,7,0,0,1,6,5,1,3,1,1
,Yeadon,86,1,5,15,65,384,45,288,51,1
,York,450,20,7,130,293,"1,137",197,710,230,10
,York Area Regional,113,0,13,5,95,441,58,355,28,1
,Youngsville,9,0,0,0,9,5,1,3,1,0
,Zelienople,4,0,1,0,3,70,8,62,0,0
,Zerbe Township,1,0,1,0,0,8,0,8,0,0
RHODE ISLAND,Barrington,8,0,6,1,1,113,15,94,4,1
,Bristol,10,0,5,0,5,89,8,78,3,0
,Burrillville,19,0,6,0,13,97,22,72,3,3
,Central Falls,83,1,12,16,54,293,47,190,56,4
,Charlestown,7,0,3,0,4,48,7,37,4,2
,Coventry,35,0,16,0,19,452,70,346,36,2
,Cranston,118,0,26,24,68,"1,140",158,887,95,2
,Cumberland,23,0,5,4,14,304,53,227,24,0
,East Greenwich,10,0,2,1,7,115,21,89,5,0
,East Providence,50,2,12,5,31,515,68,399,48,4
,Foster,6,0,1,0,5,39,13,22,4,0
,Glocester,5,0,2,0,3,30,6,18,6,0
,Hopkinton,4,0,1,1,2,54,10,42,2,0
,Jamestown,3,0,0,0,3,76,11,58,7,0
,Johnston,40,0,9,3,28,344,58,246,40,1
,Lincoln,17,0,3,6,8,386,52,312,22,1
,Little Compton,2,0,0,0,2,22,3,17,2,1
,Middletown,13,0,4,1,8,209,34,164,11,2
,Narragansett,8,0,3,1,4,123,18,100,5,0
,Newport,85,0,22,7,56,600,79,495,26,4
,New Shoreham,4,0,0,0,4,19,1,16,2,0
,North Kingstown,10,0,5,0,5,231,32,183,16,0
,North Providence,38,0,11,4,23,316,59,219,38,4
,North Smithfield,13,0,7,0,6,261,25,221,15,0
,Pawtucket,321,0,47,59,215,"1,882",334,"1,318",230,9
,Portsmouth,7,0,3,0,4,77,12,57,8,0
,Providence,819,10,109,248,452,"5,679",931,"4,196",552,10
,Richmond,4,0,2,1,1,43,10,26,7,0
,Scituate,8,0,1,0,7,38,4,33,1,0
,Smithfield,21,0,7,2,12,189,20,164,5,0
,South Kingstown,16,0,7,2,7,203,34,161,8,0
,Tiverton,16,0,3,1,12,167,25,133,9,0
,Warren,18,0,3,1,14,114,27,81,6,1
,Warwick,73,1,27,9,36,"1,372",136,"1,178",58,8
,Westerly,17,1,7,3,6,288,46,232,10,0
,West Greenwich,5,0,3,0,2,45,12,25,8,0
,West Warwick,65,0,24,7,34,306,68,213,25,3
,Woonsocket,246,1,45,43,157,898,255,572,71,15
SOUTH CAROLINA,Abbeville,33,1,3,2,27,145,35,98,12,2
,Aiken6,120,2,19,34,65,,184,,64,7
,Allendale,35,2,0,8,25,117,71,40,6,1
,Aynor,3,0,0,0,3,25,0,25,0,0
,Bamberg,17,0,1,5,11,115,21,89,5,1
,Barnwell,55,0,1,4,50,287,98,184,5,1
,Batesburg-Leesville,92,0,4,7,81,255,63,184,8,1
,Beaufort,81,1,5,18,57,581,78,484,19,1
,Belton,3,0,0,1,2,137,20,100,17,0
,Bennettsville,64,4,2,8,50,266,35,221,10,0
,Bishopville,32,1,0,4,27,146,27,114,5,0
,Blacksburg,12,0,0,1,11,111,22,74,15,0
,Blackville,24,1,0,4,19,128,56,67,5,1
,Bluffton,50,1,2,5,42,252,25,206,21,1
,Branchville,3,0,1,1,1,33,3,28,2,0
,Burnettown,0,0,0,0,0,39,4,33,2,0
,Calhoun Falls,7,0,1,2,4,25,3,22,0,0
,Camden,93,1,2,11,79,438,62,354,22,1
,Cameron,1,0,0,0,1,2,0,2,0,0
,Cayce,112,0,13,8,91,661,86,515,60,3
,Central,5,0,1,0,4,135,8,120,7,0
,Chapin,4,0,0,3,1,74,5,65,4,0
,Charleston,415,10,57,89,259,"2,848",360,"2,163",325,8
,Cheraw,58,0,3,9,46,386,54,322,10,1
,Chesnee,4,0,1,0,3,36,6,25,5,2
,Chester,65,2,1,3,59,227,37,179,11,1
,Chesterfield,10,0,1,1,8,23,4,18,1,0
,Clinton,86,0,3,6,77,340,73,236,31,2
,Clover,12,0,2,1,9,131,14,106,11,1
,Columbia,986,16,90,224,656,"6,753","1,006","4,979",768,29
,Conway,141,1,15,22,103,960,164,748,48,2
,Coward,0,0,0,0,0,11,2,9,0,0
,Cowpens,5,0,0,0,5,65,13,50,2,1
,Darlington,67,1,5,5,56,413,69,317,27,0
,Denmark,9,1,1,1,6,87,24,52,11,0
,Due West,4,0,0,0,4,18,1,16,1,0
,Duncan,3,0,0,2,1,64,7,44,13,1
,Easley,105,1,6,8,90,"1,254",102,"1,078",74,1
,Edgefield,10,0,2,0,8,59,24,29,6,0
,Edisto Beach,2,0,0,0,2,10,1,8,1,0
,Elgin,3,0,0,0,3,82,4,77,1,0
,Elloree,1,0,0,0,1,16,4,12,0,0
,Estill,62,0,0,7,55,78,36,40,2,1
,Florence,362,8,18,72,264,"2,462",375,"1,935",152,9
,Forest Acres,50,0,7,14,29,654,91,505,58,0
,Fort Lawn,5,0,2,1,2,28,4,24,0,0
,Fort Mill,31,2,1,4,24,328,51,269,8,3
,Fountain Inn,38,0,10,4,24,176,20,133,23,0
,Gaffney,104,2,8,19,75,908,128,692,88,0
,Gaston,0,0,0,0,0,49,16,29,4,0
,Georgetown,98,2,18,10,68,512,97,391,24,5
,Goose Creek,105,0,17,11,77,955,152,739,64,1
,Great Falls,6,0,1,1,4,74,13,59,2,0
,Greenville,368,2,34,74,258,"2,810",403,"2,177",230,7
,Greenwood,392,2,30,31,329,"1,594",314,"1,245",35,1
,Greer,134,3,11,32,88,"1,144",158,912,74,4
,Hampton,21,0,2,1,18,152,34,116,2,0
,Hanahan,60,1,13,9,37,346,54,258,34,3
,Hardeeville,45,0,4,21,20,179,16,148,15,0
,Hartsville,114,3,7,18,86,658,89,553,16,2
,Hemingway,5,0,0,4,1,20,0,20,0,0
,Holly Hill,8,0,0,2,6,65,12,53,0,0
,Honea Path,8,0,1,0,7,164,25,124,15,0
,Inman,12,0,1,4,7,97,18,73,6,1
,Irmo,64,0,7,2,55,447,55,380,12,0
,Isle of Palms,2,0,2,0,0,80,11,61,8,0
,Iva,10,1,0,1,8,71,10,56,5,0
,Jackson,3,0,0,0,3,26,11,12,3,1
,Jamestown,2,0,0,0,2,4,1,3,0,0
,Johnsonville,2,0,0,0,2,19,9,8,2,0
,Johnston,6,0,0,2,4,13,5,6,2,0
,Jonesville,5,1,1,0,3,18,4,14,0,0
,Kingstree,32,0,3,12,17,227,27,178,22,0
,Lake City,75,0,9,14,52,384,77,286,21,0
,Landrum,10,0,1,0,9,47,8,36,3,0
,Latta,20,0,1,5,14,90,16,68,6,0
,Laurens,86,0,9,5,72,554,87,447,20,2
,Lexington,79,0,9,12,58,662,63,561,38,2
,Liberty,7,0,0,0,7,115,18,94,3,0
,Loris,21,1,2,3,15,129,24,91,14,0
,Lyman,30,0,1,2,27,100,28,61,11,1
,Manning,33,0,2,4,27,366,43,304,19,5
,Marion,98,9,4,14,71,524,115,378,31,1
,Mauldin,42,1,8,6,27,439,56,341,42,1
,McColl,21,0,1,1,19,85,26,54,5,0
,McCormick,10,0,0,1,9,54,12,39,3,0
,Moncks Corner,68,3,4,9,52,409,37,349,23,3
,Mount Pleasant,138,0,10,15,113,"1,221",126,"1,002",93,1
,Mullins,26,0,2,5,19,247,116,120,11,3
,Myrtle Beach,473,4,64,129,276,"3,553",410,"2,883",260,8
,Newberry,91,1,9,18,63,457,82,366,9,1
,New Ellenton,9,0,1,3,5,29,3,24,2,0
,Ninety Six,5,0,2,0,3,39,6,31,2,0
,North,10,0,2,2,6,60,9,48,3,1
,North Augusta,43,2,8,20,13,893,104,743,46,3
,North Charleston,"1,039",25,77,302,635,"6,567",880,"4,985",702,20
,North Myrtle Beach5,105,1,28,16,60,,192,782,,1
,Olanta,4,0,0,0,4,11,2,9,0,0
,Orangeburg,170,1,3,29,137,750,139,550,61,5
,Pawleys Island,1,0,0,1,0,4,0,4,0,0
,Pelion,1,0,1,0,0,18,1,16,1,0
,Pickens,26,0,1,0,25,234,17,198,19,1
,Port Royal,16,0,5,7,4,198,38,146,14,1
,Prosperity,6,0,1,2,3,23,8,15,0,0
,Quinby,0,0,0,0,0,0,0,0,0,0
,Ridgeland,9,0,1,6,2,89,13,71,5,1
,Ridge Spring,2,1,0,1,0,23,7,15,1,0
,Rock Hill,361,3,51,61,246,"2,794",325,"2,263",206,13
,Salem,0,0,0,0,0,0,0,0,0,0
,Salley,0,0,0,0,0,1,0,0,1,0
,Saluda,16,0,0,0,16,62,10,51,1,0
,Seneca,40,1,5,7,27,215,39,163,13,0
,Simpsonville,41,1,5,5,30,694,74,565,55,4
,South Congaree,12,0,3,2,7,101,12,76,13,0
,Springdale,18,0,1,6,11,104,13,74,17,0
,St. George,12,0,2,1,9,82,20,58,4,0
,St. Matthews,13,0,0,2,11,88,27,54,7,1
,St. Stephen,10,0,0,2,8,57,16,39,2,0
,Sullivans Island,1,0,0,0,1,26,0,21,5,0
,Summerton,7,0,0,3,4,57,11,44,2,0
,Summerville,140,2,25,19,94,"1,740",217,"1,403",120,4
,Sumter,366,4,12,53,297,"1,873",376,"1,411",86,8
,Surfside Beach,7,0,4,1,2,177,32,130,15,1
,Swansea,14,0,0,6,8,64,7,44,13,0
,Tega Cay,7,0,1,1,5,219,8,206,5,0
,Travelers Rest,3,0,0,0,3,246,8,228,10,1
,Turbeville,1,0,0,0,1,11,2,8,1,0
,Union,73,1,6,4,62,461,71,371,19,1
,Walhalla,9,0,3,0,6,90,31,55,4,1
,Walterboro5,38,1,3,7,27,,,317,15,1
,Ware Shoals,35,0,2,6,27,105,19,79,7,0
,Wellford,1,0,0,0,1,24,4,20,0,0
,West Columbia,181,3,30,35,113,"1,292",107,"1,063",122,5
,Westminster,13,0,2,0,11,51,4,41,6,0
,West Pelzer,1,0,0,0,1,14,1,10,3,0
,West Union,0,0,0,0,0,14,1,12,1,0
,Whitmire,6,0,0,0,6,53,7,45,1,0
,Williamston,16,0,1,2,13,130,23,99,8,1
,Williston,24,0,2,6,16,94,19,71,4,1
,Winnsboro,19,1,0,1,17,58,12,44,2,0
,Woodruff,15,0,0,3,12,149,28,107,14,0
,Yemassee,15,0,0,2,13,52,14,34,4,2
,York,71,0,5,7,59,367,38,303,26,2
SOUTH DAKOTA,Aberdeen,124,1,33,4,86,602,101,466,35,4
,Alcester,0,0,0,0,0,0,0,0,0,0
,Avon,0,0,0,0,0,0,0,0,0,0
,Belle Fourche,13,0,3,1,9,124,15,107,2,0
,Beresford,2,0,1,1,0,26,2,22,2,0
,Box Elder,43,0,5,1,37,175,41,116,18,2
,Brandon,11,0,5,0,6,54,5,46,3,0
,Brookings,46,0,13,2,31,324,36,274,14,0
,Burke,0,0,0,0,0,0,0,0,0,0
,Canton,8,0,2,0,6,59,19,36,4,0
,Centerville,0,0,0,0,0,10,1,9,0,0
,Chamberlain,19,1,3,1,14,61,11,46,4,0
,Clark,2,0,1,0,1,6,1,4,1,0
,Deadwood,1,0,0,0,1,0,0,0,0,0
,Faith,0,0,0,0,0,3,0,1,2,0
,Flandreau,9,0,2,2,5,57,9,41,7,0
,Freeman,1,0,0,0,1,10,0,10,0,0
,Hermosa,0,0,0,0,0,0,0,0,0,0
,Hot Springs,11,0,1,0,10,37,5,25,7,0
,Huron,56,0,9,1,46,221,40,170,11,0
,Jefferson,1,0,0,0,1,5,1,4,0,0
,Kadoka,2,0,0,0,2,4,1,2,1,0
,Kimball,0,0,0,0,0,0,0,0,0,0
,Lead,6,0,0,0,6,11,0,11,0,0
,Madison,10,0,4,0,6,82,19,62,1,0
,Martin,16,0,2,1,13,83,21,61,1,0
,Menno,0,0,0,0,0,0,0,0,0,0
,Miller,1,0,0,0,1,10,1,9,0,0
,Mitchell,81,0,21,6,54,573,68,447,58,2
,Murdo,2,0,0,0,2,0,0,0,0,0
,North Sioux City,1,0,1,0,0,59,5,40,14,0
,Parkston,0,0,0,0,0,0,0,0,0,0
,Philip,0,0,0,0,0,1,1,0,0,0
,Pierre,70,0,18,1,51,380,36,325,19,2
,Platte,0,0,0,0,0,3,2,0,1,0
,Rapid City,492,2,99,65,326,"2,194",428,"1,502",264,7
,Rosholt,0,0,0,0,0,0,0,0,0,0
,Scotland,0,0,0,0,0,0,0,0,0,0
,Sioux Falls,788,5,121,107,555,"5,288",652,"4,092",544,36
,Sisseton,2,0,1,0,1,31,5,20,6,1
,Spearfish,25,0,8,3,14,375,40,318,17,0
,Springfield,0,0,0,0,0,0,0,0,0,0
,Sturgis,21,0,1,1,19,164,19,141,4,0
,Summerset,1,0,0,0,1,38,5,31,2,0
,Tea,8,0,3,0,5,75,13,58,4,0
,Tripp,0,0,0,0,0,0,0,0,0,0
,Tyndall,0,0,0,0,0,0,0,0,0,0
,Vermillion,26,0,3,1,22,216,30,167,19,1
,Viborg,0,0,0,0,0,9,7,2,0,0
,Wagner,6,0,1,0,5,22,1,21,0,0
,Watertown,67,0,18,4,45,382,54,309,19,0
,Webster,0,0,0,0,0,0,0,0,0,0
,Whitewood,0,0,0,0,0,2,0,2,0,0
,Winner,13,0,7,0,6,24,3,20,1,0
,Yankton,75,0,16,1,58,379,31,322,26,0
TENNESSEE,Adamsville,4,0,0,0,4,38,7,27,4,0
,Alamo,9,0,2,0,7,44,6,33,5,0
,Alcoa,82,1,4,9,68,516,39,444,33,3
,Alexandria,4,0,2,0,2,11,3,5,3,0
,Algood,13,0,3,1,9,153,5,135,13,0
,Ardmore,0,0,0,0,0,31,2,26,3,10
,Ashland City,13,0,0,0,13,254,17,222,15,2
,Athens,119,0,7,12,100,"1,043",187,792,64,5
,Atoka,9,0,2,1,6,81,10,66,5,1
,Baileyton,1,0,0,0,1,15,2,13,0,0
,Bartlett,190,2,16,29,143,"1,119",126,920,73,0
,Baxter,1,0,0,0,1,29,5,21,3,0
,Bean Station,2,1,0,1,0,22,3,16,3,1
,Belle Meade,1,0,0,0,1,25,3,20,2,0
,Bells,13,0,1,0,12,31,9,20,2,0
,Benton,3,0,0,0,3,29,1,26,2,1
,Berry Hill,8,0,0,3,5,101,13,81,7,0
,Big Sandy,1,0,0,0,1,10,1,8,1,1
,Blaine,0,0,0,0,0,18,1,13,4,0
,Bluff City,8,0,0,0,8,28,7,19,2,0
,Bolivar,51,1,1,8,41,140,50,76,14,1
,Bradford,2,0,0,1,1,5,2,3,0,0
,Brentwood,35,4,3,9,19,403,35,345,23,0
,Brighton,0,0,0,0,0,14,5,8,1,0
